"experiment","scope","array_length","n","M","SE","ci_low","ci_high","df","t","p","condition"
"exp2_batch2","pooled","2",104,0.968315898844745,0.210534676301728,0.550770024104042,1.38586177358545,103,4.59931786940885,1.20976076170592e-05,NA
"exp2_batch2","pooled","10",104,2.10555532875244,0.206396878540471,1.69621579994997,2.51489485755492,103,10.2014882378155,2.63573975519872e-17,NA
"exp2_batch2","pooled","20",104,1.41226335096527,0.22128098112756,0.973404715174693,1.85112198675586,103,6.3822175035963,5.07427431692803e-09,NA
"exp2_batch2","by_condition","2",57,1.50806223503592,0.269925970062716,0.967335540731776,2.04878892934006,56,5.58694754226698,7.06844927977416e-07,"average"
"exp2_batch2","by_condition","10",57,2.58165995797575,0.244839829242907,2.0911868424406,3.0721330735109,56,10.5442809936551,6.4678132999168e-15,"average"
"exp2_batch2","by_condition","20",57,2.08832298305983,0.268822588462311,1.54980662770604,2.62683933841361,56,7.76840590296083,1.86104617659739e-10,"average"
"exp2_batch2","by_condition","2",47,0.313729916655449,0.308298948716058,-0.30684368036659,0.934303513677487,46,1.01761591455958,0.314183065781331,"experience"
"exp2_batch2","by_condition","10",47,1.52815184224759,0.330662619036,0.86256251166285,2.19374117283232,46,4.62148351302211,3.09271011210852e-05,"experience"
"exp2_batch2","by_condition","20",47,0.592361243956989,0.330528669464341,-0.072958460124478,1.25768094803846,46,1.79216297611029,0.0796853708079202,"experience"
