"participant_id","condition","array_length","n_sides","n_low","n_high","inward_low","inward_high","inward"
"average.55a56724fdf99b7973398109","average","2",2,2,12,-2.5,3.33333333333333,0.416666666666667
"average.55a56724fdf99b7973398109","average","10",2,6,10,-1.66666666666667,3.2,0.766666666666667
"average.55a56724fdf99b7973398109","average","20",2,10,9,-4.7,4.88888888888889,0.0944444444444446
"average.55d35a63da14d7001295328e","average","2",2,12,6,-3.41666666666667,3.33333333333333,-0.041666666666667
"average.55d35a63da14d7001295328e","average","10",2,8,2,1.25,3.5,2.375
"average.55d35a63da14d7001295328e","average","20",2,13,7,-5.84615384615385,4.28571428571429,-0.78021978021978
"average.55d4d11258c35800113dc2ab","average","2",2,6,8,-6.16666666666667,6.375,0.104166666666667
"average.55d4d11258c35800113dc2ab","average","10",2,7,11,0.714285714285715,3.09090909090909,1.9025974025974
"average.55d4d11258c35800113dc2ab","average","20",2,6,12,-4.5,3.91666666666667,-0.291666666666667
"average.56e6a66af6ed900006a5867c","average","2",2,10,3,-2.7,13.6666666666667,5.48333333333333
"average.56e6a66af6ed900006a5867c","average","10",2,5,3,-2.4,6.33333333333333,1.96666666666667
"average.56e6a66af6ed900006a5867c","average","20",2,9,10,-1.66666666666667,9.5,3.91666666666667
"average.57bfc1beef05670001ee84c2","average","2",2,8,10,-0.375,1.8,0.7125
"average.57bfc1beef05670001ee84c2","average","10",2,11,9,1.63636363636364,3.33333333333333,2.48484848484848
"average.57bfc1beef05670001ee84c2","average","20",2,12,4,1,4.5,2.75
"average.5930c7fdfa699e0001017cc1","average","2",2,10,12,1.9,5.91666666666667,3.90833333333333
"average.5930c7fdfa699e0001017cc1","average","10",2,8,10,3.625,5.6,4.6125
"average.5930c7fdfa699e0001017cc1","average","20",2,11,4,3.81818181818182,5.5,4.65909090909091
"average.593890eac6aa16000101f037","average","2",2,8,10,-5,8.8,1.9
"average.593890eac6aa16000101f037","average","10",2,5,10,-0.4,9.9,4.75
"average.593890eac6aa16000101f037","average","20",2,9,5,-3.11111111111111,10.2,3.54444444444444
"average.5969496f06679c00014b818e","average","2",2,5,12,-3.4,10.5,3.55
"average.5969496f06679c00014b818e","average","10",2,3,9,0.666666666666666,3.11111111111111,1.88888888888889
"average.5969496f06679c00014b818e","average","20",2,7,11,-5.28571428571429,6.63636363636364,0.675324675324676
"average.5a33d736bf4d770001e6097a","average","2",2,10,4,-2.2,6,1.9
"average.5a33d736bf4d770001e6097a","average","10",2,9,9,-0.666666666666667,6.55555555555556,2.94444444444444
"average.5a33d736bf4d770001e6097a","average","20",2,7,9,1.57142857142857,1,1.28571428571429
"average.5a937cb0dbdb470001ee923b","average","2",2,6,12,-2.33333333333333,6,1.83333333333333
"average.5a937cb0dbdb470001ee923b","average","10",2,6,11,-0.166666666666667,3,1.41666666666667
"average.5a937cb0dbdb470001ee923b","average","20",2,11,4,-0.818181818181818,7,3.09090909090909
"average.5c476621b521ee00019abf67","average","2",2,6,7,-6.83333333333333,3.85714285714286,-1.48809523809524
"average.5c476621b521ee00019abf67","average","10",2,8,8,-1.375,6.875,2.75
"average.5c476621b521ee00019abf67","average","20",2,6,18,-1.83333333333333,10.1666666666667,4.16666666666667
"average.5d9420526928f000181e12f1","average","2",2,8,13,-3.25,3.15384615384615,-0.0480769230769231
"average.5d9420526928f000181e12f1","average","10",2,8,7,4.875,5.71428571428571,5.29464285714286
"average.5d9420526928f000181e12f1","average","20",2,4,9,1.25,5.55555555555556,3.40277777777778
"average.5e3a8aeedc1d57292aea3f22","average","2",2,8,6,-1.625,2.5,0.4375
"average.5e3a8aeedc1d57292aea3f22","average","10",2,7,8,2.57142857142857,7.25,4.91071428571429
"average.5e3a8aeedc1d57292aea3f22","average","20",2,8,6,-2,11,4.5
"average.5f4a4da1575d605c43bef871","average","2",2,10,12,-2.2,8.5,3.15
"average.5f4a4da1575d605c43bef871","average","10",2,4,11,0,6,3
"average.5f4a4da1575d605c43bef871","average","20",2,8,7,-2.5,8.42857142857143,2.96428571428571
"average.603470186bba1c26a354c27e","average","2",2,7,9,-4.71428571428571,7.33333333333333,1.30952380952381
"average.603470186bba1c26a354c27e","average","10",2,6,9,-3.83333333333333,7,1.58333333333333
"average.603470186bba1c26a354c27e","average","20",2,4,11,-4.25,6.90909090909091,1.32954545454545
"average.605fbc12c61d8d10250f6e51","average","2",2,4,15,-1.75,2.26666666666667,0.258333333333334
"average.605fbc12c61d8d10250f6e51","average","10",2,9,7,-0.666666666666667,3.28571428571429,1.30952380952381
"average.605fbc12c61d8d10250f6e51","average","20",2,4,11,1,4,2.5
"average.607b73619e1bfba7bfb23cce","average","2",2,7,8,-1,-1.125,-1.0625
"average.607b73619e1bfba7bfb23cce","average","10",2,11,8,-1.81818181818182,-5.5,-3.65909090909091
"average.607b73619e1bfba7bfb23cce","average","20",2,10,6,-3.8,-3.16666666666667,-3.48333333333333
"average.60c119b30aa5205b493541b6","average","2",2,10,10,-1.4,-1.8,-1.6
"average.60c119b30aa5205b493541b6","average","10",2,8,4,6.375,-0.25,3.0625
"average.60c119b30aa5205b493541b6","average","20",2,11,7,1.36363636363636,4.57142857142857,2.96753246753247
"average.6143af8721d1445864c4f6c8","average","2",2,5,11,0,1.90909090909091,0.954545454545454
"average.6143af8721d1445864c4f6c8","average","10",2,10,7,5,4.42857142857143,4.71428571428571
"average.6143af8721d1445864c4f6c8","average","20",2,8,6,6.875,0.166666666666667,3.52083333333333
"average.616964223dcbf0aa539dbae2","average","2",2,4,9,-1,-0.666666666666666,-0.833333333333333
"average.616964223dcbf0aa539dbae2","average","10",2,11,4,1,-7.5,-3.25
"average.616964223dcbf0aa539dbae2","average","20",2,7,8,1,-1.125,-0.0625
"average.627cea14552eb015f1daf9a1","average","2",2,10,7,-1.3,-4.57142857142857,-2.93571428571429
"average.627cea14552eb015f1daf9a1","average","10",2,7,8,3.28571428571429,-0.375,1.45535714285714
"average.627cea14552eb015f1daf9a1","average","20",2,8,6,0.5,-3.33333333333333,-1.41666666666667
"average.628f83dc5398c04bac86f9e6","average","2",2,4,11,-5,15.0909090909091,5.04545454545455
"average.628f83dc5398c04bac86f9e6","average","10",2,8,4,-3.25,11.5,4.125
"average.628f83dc5398c04bac86f9e6","average","20",2,7,13,-3.85714285714286,11.7692307692308,3.95604395604396
"average.6290c65ed46e5dce4f16bb92","average","2",2,6,9,-0.666666666666667,10.7777777777778,5.05555555555556
"average.6290c65ed46e5dce4f16bb92","average","10",2,8,9,0,12.1111111111111,6.05555555555556
"average.6290c65ed46e5dce4f16bb92","average","20",2,6,10,-2.5,13.8,5.65
"average.62b0b6c050a175081568bf35","average","2",2,13,6,5.61538461538462,0,2.80769230769231
"average.62b0b6c050a175081568bf35","average","10",2,5,9,0.6,2.66666666666667,1.63333333333333
"average.62b0b6c050a175081568bf35","average","20",2,8,9,2.125,0,1.0625
"average.631fdedf78d4f7b0a6b985ad","average","2",2,4,11,3.5,-2,0.75
"average.631fdedf78d4f7b0a6b985ad","average","10",2,6,5,9,-1.8,3.6
"average.631fdedf78d4f7b0a6b985ad","average","20",2,8,8,6.625,0,3.3125
"average.63251e479509813fab713ad2","average","2",2,3,12,-2,11.4166666666667,4.70833333333333
"average.63251e479509813fab713ad2","average","10",2,6,7,-8.33333333333333,14.8571428571429,3.26190476190476
"average.63251e479509813fab713ad2","average","20",2,6,7,-7.33333333333333,11.1428571428571,1.9047619047619
"average.633f4f203450d46b01e3d16b","average","2",2,7,7,0.571428571428572,2.57142857142857,1.57142857142857
"average.633f4f203450d46b01e3d16b","average","10",2,11,6,6.54545454545455,0.333333333333333,3.43939393939394
"average.633f4f203450d46b01e3d16b","average","20",2,9,7,4.77777777777778,2.14285714285714,3.46031746031746
"average.63e63f77c742a91baf498dd0","average","2",2,10,7,-4.6,7,1.2
"average.63e63f77c742a91baf498dd0","average","10",2,9,11,4.11111111111111,10.0909090909091,7.1010101010101
"average.63e63f77c742a91baf498dd0","average","20",2,10,7,-2.2,12.8571428571429,5.32857142857143
"average.640415971520c41606ca4389","average","2",2,13,6,-6.30769230769231,7.33333333333333,0.512820512820513
"average.640415971520c41606ca4389","average","10",2,12,11,-1.41666666666667,4.54545454545455,1.56439393939394
"average.640415971520c41606ca4389","average","20",2,9,6,-6.11111111111111,4.33333333333333,-0.888888888888889
"average.651b249337102ada9fee4951","average","2",2,10,9,-2,1,-0.5
"average.651b249337102ada9fee4951","average","10",2,9,7,2.11111111111111,2.71428571428571,2.41269841269841
"average.651b249337102ada9fee4951","average","20",2,6,8,0.5,4.75,2.625
"average.6572244f5a6d2b943074aa73","average","2",2,2,7,-8,3.57142857142857,-2.21428571428571
"average.6572244f5a6d2b943074aa73","average","10",2,7,10,2.71428571428571,0.1,1.40714285714286
"average.6572244f5a6d2b943074aa73","average","20",2,7,9,1.71428571428571,-3.44444444444444,-0.865079365079365
"average.657b80c8ff78a49936e4cff3","average","2",2,11,6,0.454545454545454,5.16666666666667,2.81060606060606
"average.657b80c8ff78a49936e4cff3","average","10",2,5,11,2.8,2.36363636363636,2.58181818181818
"average.657b80c8ff78a49936e4cff3","average","20",2,9,11,2.44444444444444,2,2.22222222222222
"average.6604664cb53a76971c8a1dce","average","2",2,11,7,-4.72727272727273,6,0.636363636363636
"average.6604664cb53a76971c8a1dce","average","10",2,10,6,-1.6,5.66666666666667,2.03333333333333
"average.6604664cb53a76971c8a1dce","average","20",2,8,10,-0.25,6.9,3.325
"average.662613a0c132844f74a62143","average","2",2,8,13,-4.25,8.84615384615385,2.29807692307692
"average.662613a0c132844f74a62143","average","10",2,8,9,-0.875,5.22222222222222,2.17361111111111
"average.662613a0c132844f74a62143","average","20",2,7,10,-9,8.9,-0.0499999999999998
"average.6627e29477d23bd171a6728a","average","2",2,6,10,-3.33333333333333,11.4,4.03333333333333
"average.6627e29477d23bd171a6728a","average","10",2,6,8,-1.5,8.625,3.5625
"average.6627e29477d23bd171a6728a","average","20",2,8,5,-3.25,10.6,3.675
"average.667871d17d7fdf0358f82a28","average","2",2,7,11,-4.85714285714286,10.5454545454545,2.84415584415584
"average.667871d17d7fdf0358f82a28","average","10",2,10,7,-4.2,8.71428571428571,2.25714285714286
"average.667871d17d7fdf0358f82a28","average","20",2,8,8,-4.625,7.875,1.625
"average.6683fb33cc602af8407e62e9","average","2",2,7,8,-2,4.5,1.25
"average.6683fb33cc602af8407e62e9","average","10",2,9,11,0.777777777777778,4.18181818181818,2.47979797979798
"average.6683fb33cc602af8407e62e9","average","20",2,9,8,-6.55555555555556,6,-0.277777777777778
"average.669eb709554e753adddffe01","average","2",2,4,13,-6.5,8.76923076923077,1.13461538461539
"average.669eb709554e753adddffe01","average","10",2,8,6,1.625,4.33333333333333,2.97916666666667
"average.669eb709554e753adddffe01","average","20",2,6,10,-4.33333333333333,5.5,0.583333333333333
"average.66a428de01ccbc61556d585b","average","2",2,12,4,-4.58333333333333,12.25,3.83333333333333
"average.66a428de01ccbc61556d585b","average","10",2,7,5,2.14285714285714,4.6,3.37142857142857
"average.66a428de01ccbc61556d585b","average","20",2,8,7,3.25,6.14285714285714,4.69642857142857
"average.66cc97280604bbb0c7bc71bd","average","2",2,5,10,-1.4,7.5,3.05
"average.66cc97280604bbb0c7bc71bd","average","10",2,15,5,-0.866666666666666,7.2,3.16666666666667
"average.66cc97280604bbb0c7bc71bd","average","20",2,5,7,-2.6,5.71428571428571,1.55714285714286
"average.66ccbb7d4109382e498e3c82","average","2",2,6,7,-3.5,8.57142857142857,2.53571428571429
"average.66ccbb7d4109382e498e3c82","average","10",2,3,8,-2.66666666666667,5.5,1.41666666666667
"average.66ccbb7d4109382e498e3c82","average","20",2,10,8,-5.5,10.375,2.4375
"average.66f9a40196d53f05f2232cff","average","2",2,4,8,-1.5,-0.375,-0.9375
"average.66f9a40196d53f05f2232cff","average","10",2,7,5,4.14285714285714,-0.4,1.87142857142857
"average.66f9a40196d53f05f2232cff","average","20",2,5,5,4.4,-0.2,2.1
"average.6704304cf839621ba18d9529","average","2",2,9,7,0.555555555555556,4.28571428571429,2.42063492063492
"average.6704304cf839621ba18d9529","average","10",2,5,6,5,-0.5,2.25
"average.6704304cf839621ba18d9529","average","20",2,7,7,4.71428571428571,-0.571428571428572,2.07142857142857
"average.6712acd49ca5448a6e983e6c","average","2",2,12,8,0.583333333333333,4.375,2.47916666666667
"average.6712acd49ca5448a6e983e6c","average","10",2,11,8,3.54545454545455,4.25,3.89772727272727
"average.6712acd49ca5448a6e983e6c","average","20",2,11,9,3.45454545454545,5.44444444444444,4.44949494949495
"average.671912820d4a64051a764936","average","2",2,4,10,1.25,9.2,5.225
"average.671912820d4a64051a764936","average","10",2,11,5,1.90909090909091,6.4,4.15454545454545
"average.671912820d4a64051a764936","average","20",2,8,6,1.375,9,5.1875
"average.672c2b25d6aa996ff3d8244f","average","2",2,8,8,-5,2.875,-1.0625
"average.672c2b25d6aa996ff3d8244f","average","10",2,9,6,-1,3.5,1.25
"average.672c2b25d6aa996ff3d8244f","average","20",2,11,9,-4.09090909090909,1.22222222222222,-1.43434343434343
"average.672fcaf82c52010e8586b90a","average","2",2,7,6,-2.42857142857143,5.5,1.53571428571429
"average.672fcaf82c52010e8586b90a","average","10",2,7,8,-4.85714285714286,7.375,1.25892857142857
"average.672fcaf82c52010e8586b90a","average","20",2,5,15,-7,9.53333333333333,1.26666666666667
"average.673a27fe372ce97a95aecf5c","average","2",2,9,8,-5.88888888888889,6.375,0.243055555555555
"average.673a27fe372ce97a95aecf5c","average","10",2,6,5,-2,3.8,0.9
"average.673a27fe372ce97a95aecf5c","average","20",2,10,8,-5,10,2.5
"average.674c8549a9fd90b7c8dda9d3","average","2",2,8,12,-0.625,6.83333333333333,3.10416666666667
"average.674c8549a9fd90b7c8dda9d3","average","10",2,4,9,2.75,5.77777777777778,4.26388888888889
"average.674c8549a9fd90b7c8dda9d3","average","20",2,12,3,-0.666666666666667,6.33333333333333,2.83333333333333
"average.675aaec58dfc729c338a52eb","average","2",2,8,5,-1,-1.4,-1.2
"average.675aaec58dfc729c338a52eb","average","10",2,11,7,-0.909090909090909,-0.857142857142857,-0.883116883116883
"average.675aaec58dfc729c338a52eb","average","20",2,6,5,-6.33333333333333,3.6,-1.36666666666667
"average.675c61776fc3233ee8002446","average","2",2,9,9,-2.66666666666667,1.77777777777778,-0.444444444444445
"average.675c61776fc3233ee8002446","average","10",2,9,7,-0.111111111111111,4.14285714285714,2.01587301587302
"average.675c61776fc3233ee8002446","average","20",2,11,9,-1.27272727272727,4.44444444444444,1.58585858585859
"average.67a4e8dd295e3fb3cf7cee74","average","2",2,9,8,1,8.375,4.6875
"average.67a4e8dd295e3fb3cf7cee74","average","10",2,8,9,3.875,5.77777777777778,4.82638888888889
"average.67a4e8dd295e3fb3cf7cee74","average","20",2,9,8,0,9.5,4.75
"average.67be4c756ba3a15a47e60356","average","2",2,7,9,-4.85714285714286,7.11111111111111,1.12698412698413
"average.67be4c756ba3a15a47e60356","average","10",2,9,6,-2.88888888888889,5.5,1.30555555555556
"average.67be4c756ba3a15a47e60356","average","20",2,8,8,-5.25,10,2.375
"average.67d1ddb07de1caaaa343e133","average","2",2,4,9,4,4.55555555555556,4.27777777777778
"average.67d1ddb07de1caaaa343e133","average","10",2,10,9,3.8,0.777777777777778,2.28888888888889
"average.67d1ddb07de1caaaa343e133","average","20",2,8,8,-1.625,4.125,1.25
"average.67e1dc9c35b6facf1079fb30","average","2",2,10,8,-2.5,4.5,1
"average.67e1dc9c35b6facf1079fb30","average","10",2,9,11,-0.111111111111111,7.09090909090909,3.48989898989899
"average.67e1dc9c35b6facf1079fb30","average","20",2,12,7,-4.5,6.85714285714286,1.17857142857143
"average.67e467ad6bd6407f4c60fb77","average","2",2,9,9,-4,3.88888888888889,-0.0555555555555556
"average.67e467ad6bd6407f4c60fb77","average","10",2,8,5,0.375,5.6,2.9875
"average.67e467ad6bd6407f4c60fb77","average","20",2,10,9,-1.1,2.55555555555556,0.727777777777778
"average.680d85e020df383491477a41","average","2",2,8,5,-1.625,6.2,2.2875
