"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.86971049940016,0.0325487857366553,35.9749374728925,0.803696905445332,0.935724093354988,26.7202133571675,2.54112407205566e-25
