"window","experiment","array_length","high","low"
16.7984378299842,"short_exposure","2",33.7583499504324,16.9599121204482
16.1583788266027,"short_exposure","10",32.8961747319021,16.7377959052994
14.5119341423159,"short_exposure","20",32.7970085930398,18.2850744507239
