"experiment","model","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"short_exposure","experience","resp_c",15484.8821189381,15484.8821189381,1,35.0709427563148,880.358063538309,1.9601308520287e-26
"short_exposure","experience","array_length",2916.83382566945,1458.41691283473,2,3366.1381745834,82.915005703818,7.06911050612256e-36
"short_exposure","experience","resp_c:array_length",91.3800963189084,45.6900481594542,2,3392.51490483667,2.59760468382485,0.0745997770922519
