"comparison_set","contrast","estimate","SE","df","t.ratio","p.value"
"noise_overall","X2 - X10",0.0293160711959378,0.0144876233854314,36,2.02352521293573,0.121081223471091
"noise_overall","X2 - X20",0.0294431727134731,0.0134695392460904,36,2.18590793460282,0.0873007137162488
"noise_overall","X10 - X20",0.000127101517535311,0.0109558911839432,36,0.0116012029876299,0.999925800723946
