"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.713428588867399,0.0240447815915503,35.0709428604555,0.664618616615439,0.762238561119359,29.6708284145159,1.9601307924527e-26
