"experiment","condition","array_length","band","n","dist","se","inward"
"short_exposure","experience","2","extreme",37,8.48106441521573,0.391913064455494,0.946344204703338
"short_exposure","experience","2","middle",37,2.73843634814998,0.237508615951841,0.114536422585958
"short_exposure","experience","10","extreme",37,8.42959298200275,0.333701318468242,1.56765059810725
"short_exposure","experience","10","middle",37,2.82485387251162,0.274677356950121,0.575240039597625
"short_exposure","experience","20","extreme",37,8.3116290263387,0.373138503801592,1.26767571581813
"short_exposure","experience","20","middle",37,2.73995642187913,0.232710553602195,0.0782959660668639
