"experiment","window","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","low","2",16.6394206449173,0.337184333069231,34.8000047626823,15.9547594026558,17.3240818871788,49.3481428791678,8.34395686858755e-34
"short_exposure","low","10",16.888070649703,0.504581824211183,102.832439729583,15.8873322294786,17.8888090699275,33.4694391263583,4.21876586456281e-57
"short_exposure","low","20",17.762592535923,0.415205737176096,68.3565073662566,16.9341406224258,18.5910444494203,42.7802194081669,4.46568386615872e-51
"short_exposure","high","2",33.4147422103753,0.819423123631182,105.698983891594,31.7901027541116,35.039381666639,40.7783735249032,1.7292981468151e-66
"short_exposure","high","10",32.7130238029839,0.71581889187686,77.180048156117,31.2876993516003,34.1383482543675,45.7001403207047,1.20958767726305e-57
"short_exposure","high","20",33.03962900038,0.687514202465482,71.7739591213311,31.6690207395043,34.4102372612557,48.0566494217824,2.51679192223042e-56
