"experiment","tail","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","low","2",16.9599121204482,0.353684989880045,59.2830956454606,16.2522607960341,17.6675634448623,47.9520268196857,3.98357990352623e-49
"short_exposure","low","10",16.7377959052994,0.454104705730901,127.672400677499,15.8392501598622,17.6363416507365,36.8588911193051,6.57908595013251e-70
"short_exposure","low","20",18.2850744507239,0.403345757638564,87.9808235421175,17.4835070795035,19.0866418219443,45.333498876438,8.66658057549415e-63
"short_exposure","high","2",33.7583499504324,0.610326978271673,117.385905728418,32.5496708699697,34.967029030895,55.3119084560697,6.36859753508176e-86
"short_exposure","high","10",32.8961747319021,0.522348226309342,73.9337976422772,31.8553576858202,33.936991777984,62.9774795337785,5.47224267369985e-66
"short_exposure","high","20",32.7970085930398,0.537986409429497,77.7924951275806,31.7259149252946,33.868102260785,60.9625225065055,1.97423384839708e-67
