"experiment","condition","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"short_exposure","experience","meanVal_c",15886.8351327504,15886.8351327504,1,35.9749374404227,713.969809735624,2.54112367805289e-25
"short_exposure","experience","array_length",4382.03943503327,2191.01971751664,2,3361.05725129129,98.4665553441501,2.76979549774792e-42
"short_exposure","experience","meanVal_c:array_length",172.362475340953,86.1812376704764,2,3362.30452242406,3.87306857207363,0.0208872993731663
