"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"short_exposure","experience","2",37,0.362083111218249,0.783350808350808,-1.11617721617722,2.68287883287883
"short_exposure","experience","10",37,0.338840563342389,1.35373425373425,2.19635837135837,0.511110136110136
"short_exposure","experience","20",37,0.33983791723116,1.23254650754651,0.677332202332202,1.78776081276081
