"experiment","measure","condition","array_length","n","mean","se"
"short_exposure","slope_fwd","experience","2",37,0.919342273598003,0.0411060711653278
"short_exposure","slope_fwd","experience","10",37,0.831362160285897,0.0355817293038333
"short_exposure","slope_fwd","experience","20",37,0.86502428871282,0.0388131833823518
"short_exposure","slope_rev","experience","2",37,0.757134110392836,0.0301912764275891
"short_exposure","slope_rev","experience","10",37,0.744664493713959,0.029654959679388
"short_exposure","slope_rev","experience","20",37,0.702795978299105,0.0281052624341736
"short_exposure","r","experience","2",37,1.19998283213974,0.0462533877440405
"short_exposure","r","experience","10",37,1.06989568898708,0.042961922871075
"short_exposure","r","experience","20",37,1.06697490855418,0.0497654639582215
"short_exposure","bias","experience","2",37,-2.19637508356919,0.407031493728982
"short_exposure","bias","experience","10",37,0.686442456082334,0.432371475126335
"short_exposure","bias","experience","20",37,-0.829608425165989,0.49290290248851
"short_exposure","abs_error","experience","2",37,4.41609352877428,0.198018113848174
"short_exposure","abs_error","experience","10",37,4.25516796691018,0.232488586410743
"short_exposure","abs_error","experience","20",37,4.54326984799037,0.233192978499582
"short_exposure","sd_response","experience","2",37,7.50611474370578,0.239679800078093
"short_exposure","sd_response","experience","10",37,7.22132575292343,0.271694368980842
"short_exposure","sd_response","experience","20",37,7.4078250382859,0.244839151698765
"short_exposure","sd_objective","experience","2",37,6.73506260534123,0.0878360948929768
"short_exposure","sd_objective","experience","10",37,6.71881483648747,0.0865952091901543
"short_exposure","sd_objective","experience","20",37,6.60127256588236,0.0707368175878998
"short_exposure","mean_rt","experience","2",37,2371.79111551266,154.031519677468
"short_exposure","mean_rt","experience","10",37,2314.13593200403,149.74387408122
"short_exposure","mean_rt","experience","20",37,2373.7893409121,161.778185114288
