"comparison_set","contrast","estimate","SE","df","t.ratio","p.value"
"noise_overall","X2 - X10",0.130087143152659,0.0465803867340763,36,2.79274502153269,0.0221183212897877
"noise_overall","X2 - X20",0.133007923585556,0.0528933522128735,36,2.51464348582512,0.0426483190397956
"noise_overall","X10 - X20",0.00292078043289679,0.048576735946833,36,0.0601271447322761,0.998008906517316
