"experiment","window","contrast","estimate","SE","df","t.ratio","p.value"
"short_exposure","low","array_length2 - array_length10",-0.248650004785717,0.589091779117205,200.505512046426,-0.422090434122738,0.906522291883741
"short_exposure","low","array_length2 - array_length20",-1.12317189100572,0.516110496488346,200.884677250606,-2.17622369366224,0.0777598913766289
"short_exposure","low","array_length10 - array_length20",-0.874521886220003,0.632600315812473,180.119415169259,-1.38242404304971,0.352246286122673
"short_exposure","high","array_length2 - array_length10",0.70171840739141,0.955595281040388,129.453430405998,0.73432594458548,0.743581876793575
"short_exposure","high","array_length2 - array_length20",0.375113209995319,0.920927777018954,129.04447433229,0.407320985810159,0.912676301904641
"short_exposure","high","array_length10 - array_length20",-0.326605197396092,0.8252651813361,129.634169474205,-0.395757878537077,0.917350968857264
