"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"short_exposure","X2 - X10",-0.0057998566639319,0.030565970089952,32,-0.189748816964213,0.98035896822987
"short_exposure","X2 - X20",-0.000439036085522426,0.0262043785114834,32,-0.0167543025426087,0.999845251131539
"short_exposure","X10 - X20",0.00536082057840948,0.0323955007490396,32,0.165480404823451,0.985023858849533
