"experiment","group","level","n_trials","mean_item_sd","r","sd_objective","sd_report","sd_ratio","slope","split_from","split_to","log_change_slope","log_change_from_r","log_change_from_sd_ratio","share_from_r","share_from_sd_ratio","paired_n","paired_p_r","paired_p_sd_ratio"
"exp2","all",20,5003,5.5,0.725767332594226,6.59003376945136,7.25963438921512,1.10160807109483,0.799511151322767,"2","20",-0.072676036941044,-0.0476172767165954,-0.0250587602244486,0.655199137443658,0.344800862556343,163,8.08824201996773e-05,0.0459060189610414
"exp2","average",2,2643,4,0.767472385401364,6.57415530575446,6.92171103911248,1.05286697943594,0.808046332218031,"2","20",-0.0868527311399948,-0.0508992424529824,-0.0359534886870124,0.586040781733619,0.413959218266381,86,0.00101796888790677,0.0315734588672048
"exp2","average",10,2643,5.9464274989274,0.708864157970003,6.62405383364323,6.35955857629629,0.960070484934229,0.680559555894755,"2","20",-0.0868527311399948,-0.0508992424529824,-0.0359534886870124,0.586040781733619,0.413959218266381,86,0.00101796888790677,0.0315734588672048
"exp2","average",20,2641,5.5,0.729386125524125,6.65236410451991,6.75670744528273,1.01568515179317,0.740826657618802,"2","20",-0.0868527311399948,-0.0508992424529824,-0.0359534886870124,0.586040781733619,0.413959218266381,86,0.00101796888790677,0.0315734588672048
"exp2","experience",2,2369,4,0.759099563103321,6.492899884356,7.85493801156619,1.20977346816819,0.918338511140461,"2","20",-0.0561329885157021,-0.0430261564302136,-0.0131068320854885,0.766503932320971,0.233496067679029,77,0.0254847643975479,0.582370851472198
"exp2","experience",10,2376,5.9464274989274,0.729304513787012,6.59293473483485,7.49636935274476,1.13703072368311,0.829241639096602,"2","20",-0.0561329885157021,-0.0430261564302136,-0.0131068320854885,0.766503932320971,0.233496067679029,77,0.0254847643975479,0.582370851472198
"exp2","experience",20,2362,5.5,0.727131098289011,6.51993231938822,7.78493370122041,1.1940206308692,0.868209532703659,"2","20",-0.0561329885157021,-0.0430261564302136,-0.0131068320854885,0.766503932320971,0.233496067679029,77,0.0254847643975479,0.582370851472198
"exp3","all",2,2570,4,0.762985062936357,6.53215213438837,7.26013324654859,1.11144582936576,0.848016566068984,"2","20",-0.0442416382684955,-0.0302727596702041,-0.0139688785982914,0.68425946359589,0.31574053640411,84,0.0214911233690564,0.138923049487789
"exp3","all",10,2578,5.9464274989274,0.724007528848568,6.55885113469029,6.74145714032431,1.02784115722161,0.744164736288867,"2","20",-0.0442416382684955,-0.0302727596702041,-0.0139688785982914,0.68425946359589,0.31574053640411,84,0.0214911233690564,0.138923049487789
"exp3","all",20,2560,5.5,0.740233513103516,6.54508100519677,7.17359277910189,1.09602811231917,0.811316740042237,"2","20",-0.0442416382684955,-0.0302727596702041,-0.0139688785982914,0.68425946359589,0.31574053640411,84,0.0214911233690564,0.138923049487789
"exp3","average",2,1408,4,0.771305021579563,6.65243692700759,7.06611481912719,1.0621844140213,0.819268172378172,"2","20",-0.0967919157764554,-0.0652085858846466,-0.0315833298918088,0.673698679910916,0.326301320089084,46,0.00292264954443552,0.151458577492237
"exp3","average",10,1401,5.9464274989274,0.701843456495115,6.48595721450708,6.48692807355385,1.00014968631686,0.701948512857132,"2","20",-0.0967919157764554,-0.0652085858846466,-0.0315833298918088,0.673698679910916,0.326301320089084,46,0.00292264954443552,0.151458577492237
"exp3","average",20,1392,5.5,0.722614097240218,6.5463434450087,6.73724351208278,1.02916132779737,0.743686483800841,"2","20",-0.0967919157764554,-0.0652085858846466,-0.0315833298918088,0.673698679910916,0.326301320089084,46,0.00292264954443552,0.151458577492237
"exp3","experience",2,1162,4,0.755000571304849,6.38025158830629,7.46113776292572,1.16941121516281,0.88290613553822,"2","20",0.00876958458578269,0.00909029010116974,-0.000320705515386959,1.03657020606278,-0.0365702060627694,38,0.867073097020743,0.598478379668352
"exp3","experience",10,1177,5.9464274989274,0.748293252786248,6.64654013403223,7.03249951813371,1.05806921741513,0.791746056372564,"2","20",0.00876958458578269,0.00909029010116974,-0.000320705515386959,1.03657020606278,-0.0365702060627694,38,0.867073097020743,0.598478379668352
"exp3","experience",20,1168,5.5,0.761895034383299,6.54407342005354,7.65025897654717,1.16903623866808,0.890682905255341,"2","20",0.00876958458578269,0.00909029010116974,-0.000320705515386959,1.03657020606278,-0.0365702060627694,38,0.867073097020743,0.598478379668352
"exp4","all",3,7014,2.85894103472694,0.798477302284521,6.28204189043619,8.52634626799604,1.35725714929991,1.08373902707937,"3","7",-0.281965986902568,-0.162327936682334,-0.119638050220234,0.575700418570081,0.424299581429919,101,3.22760151219695e-27,1.91199102502687e-12
"exp4","all",5,7027,4.74650812437592,0.748767800894712,6.20127551746226,7.76248451551895,1.25175610947465,0.937274669347853,"3","7",-0.281965986902568,-0.162327936682334,-0.119638050220234,0.575700418570081,0.424299581429919,101,3.22760151219695e-27,1.91199102502687e-12
"exp4","all",7,7036,6.64598103108982,0.678835347235455,6.2255391973675,7.49688699998292,1.20421489003764,0.817463633024807,"3","7",-0.281965986902568,-0.162327936682334,-0.119638050220234,0.575700418570081,0.424299581429919,101,3.22760151219695e-27,1.91199102502687e-12
"exp4","average",3,3525,2.85823475850005,0.796737508429176,6.22320017754206,8.34721821761782,1.34130639855372,1.0686691180238,"3","7",-0.308471250538192,-0.166567183327046,-0.141904067211146,0.539976360962116,0.460023639037884,51,1.00462278232847e-13,1.74788294236066e-10
"exp4","average",5,3536,4.74673297381731,0.751653674321245,6.2320782918066,7.53830213597538,1.20959682837844,0.909197900497978,"3","7",-0.308471250538192,-0.166567183327046,-0.141904067211146,0.539976360962116,0.460023639037884,51,1.00462278232847e-13,1.74788294236066e-10
"exp4","average",7,3541,6.64732491326196,0.67449083768367,6.25803189606541,7.28345791816205,1.1638575895948,0.785011280550292,"3","7",-0.308471250538192,-0.166567183327046,-0.141904067211146,0.539976360962116,0.460023639037884,51,1.00462278232847e-13,1.74788294236066e-10
"exp4","experience",3,3489,2.85965459841276,0.800266222451663,6.34165179164262,8.70306954875198,1.37236635417627,1.0982584380764,"3","7",-0.255148721382094,-0.157030264542083,-0.0981184568400109,0.615446017881174,0.384553982118825,50,1.00627301062534e-14,0.000287754717128142
"exp4","experience",5,3491,4.74628037656018,0.746856837708027,6.17074798313172,7.98411364879026,1.29386480708911,0.966331778244282,"3","7",-0.255148721382094,-0.157030264542083,-0.0981184568400109,0.615446017881174,0.384553982118825,50,1.00627301062534e-14,0.000287754717128142
"exp4","experience",7,3495,6.64461946119812,0.683970088109376,6.19330925679061,7.70513982589565,1.24410706884165,0.850932021493123,"3","7",-0.255148721382094,-0.157030264542083,-0.0981184568400109,0.615446017881174,0.384553982118825,50,1.00627301062534e-14,0.000287754717128142
"exp2_batch2","all",2,3196,4,0.775559176260275,6.55923814349364,7.52262381817291,1.14687462988897,0.8894691432305,"2","20",-0.0762148082144628,-0.0483404375903979,-0.0278743706240651,0.634265685670578,0.365734314329424,104,0.0006202019973813,0.056591264483844
"exp2_batch2","all",10,3214,5.9464274989274,0.715121949266562,6.59438268777802,6.90971309082514,1.0478180321005,0.74931767359236,"2","20",-0.0762148082144628,-0.0483404375903979,-0.0278743706240651,0.634265685670578,0.365734314329424,104,0.0006202019973813,0.056591264483844
"exp2_batch2","all",20,3199,5.5,0.738960042168745,6.57104537979048,7.32900008752971,1.11534765991274,0.824197353801928,"2","20",-0.0762148082144628,-0.0483404375903979,-0.0278743706240651,0.634265685670578,0.365734314329424,104,0.0006202019973813,0.056591264483844
"exp2_batch2","average",2,1746,4,0.778538928468087,6.64472584972506,7.05910728528248,1.06236245782429,0.827090529559242,"2","20",-0.0856402399080516,-0.0531274000758215,-0.0325128398322301,0.620355572717477,0.379644427282522,57,0.00158233453326299,0.072359014452921
"exp2_batch2","average",10,1762,5.9464274989274,0.706912105142836,6.57306824171441,6.40131453616908,0.97387008635399,0.688440552880135,"2","20",-0.0856402399080516,-0.0531274000758215,-0.0325128398322301,0.620355572717477,0.379644427282522,57,0.00158233453326299,0.072359014452921
"exp2_batch2","average",20,1758,5.5,0.738256698747628,6.65226610192504,6.84104081484713,1.02837750475247,0.759206581724883,"2","20",-0.0856402399080516,-0.0531274000758215,-0.0325128398322301,0.620355572717477,0.379644427282522,57,0.00158233453326299,0.072359014452921
"exp2_batch2","experience",2,1450,4,0.777646822907001,6.45502261020233,8.0325548764521,1.24438834091091,0.967694639771884,"2","20",-0.0635800751493568,-0.0419080875498931,-0.0216719875994637,0.659138691664744,0.340861308335256,47,0.0989558731222583,0.420200263359433
"exp2_batch2","experience",10,1452,5.9464274989274,0.727352360775773,6.61990852277882,7.47841538592007,1.12968560822059,0.821679494073662,"2","20",-0.0635800751493568,-0.0419080875498931,-0.0216719875994637,0.659138691664744,0.340861308335256,47,0.0989558731222583,0.420200263359433
"exp2_batch2","experience",20,1441,5.5,0.745730577218366,6.47284727140595,7.88205150863715,1.21771010162041,0.908083656966025,"2","20",-0.0635800751493568,-0.0419080875498931,-0.0216719875994637,0.659138691664744,0.340861308335256,47,0.0989558731222583,0.420200263359433
"short_exposure","all",2,1144,4,0.791233444233046,6.70384000384706,7.65412508764049,1.14175235137594,0.903392645440366,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
"short_exposure","all",10,1148,5.9464274989274,0.758020523314043,6.68505561900999,7.376892995215,1.10349014512874,0.836468177282373,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
"short_exposure","all",20,1139,5.5,0.743979664903888,6.56274204945236,7.52625482152706,1.14681557873436,0.853207469973351,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
"short_exposure","experience",2,1144,4,0.791233444233046,6.70384000384706,7.65412508764049,1.14175235137594,0.903392645440366,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
"short_exposure","experience",10,1148,5.9464274989274,0.758020523314043,6.68505561900999,7.376892995215,1.10349014512874,0.836468177282373,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
"short_exposure","experience",20,1139,5.5,0.743979664903888,6.56274204945236,7.52625482152706,1.14681557873436,0.853207469973351,"2","20",-0.0571545404073498,-0.0615793473382213,0.00442480693087148,1.07741829256845,-0.0774182925684495,37,0.0165230598196652,0.892011698596413
