"participant_id","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"average.55ec49b67480920010aaa4e8","average","2",8,13,8,0.615384615384615
"average.55ec49b67480920010aaa4e8","average","6",6,13.5897435897436,7.69230769230769,0.566037735849057
"average.55ec49b67480920010aaa4e8","average","8",9,12.5299145299145,8.00854700854701,0.639154160982265
"average.55ec49b67480920010aaa4e8","average","12",3,14.9230769230769,8.35897435897436,0.560137457044674
"average.581e0aee4182b600017307ea","average","2",2,13.2608695652174,9.05434782608696,0.682786885245902
"average.581e0aee4182b600017307ea","average","6",2,9.73913043478261,7.94565217391304,0.815848214285714
"average.581e0aee4182b600017307ea","average","8",5,10.3521739130435,8.21086956521739,0.793154136917262
"average.581e0aee4182b600017307ea","average","12",1,12.2391304347826,4.94565217391304,0.404085257548845
"average.5a8b61fcf1408d000176b02f","average","2",3,13.8168498168498,10.3479853479853,0.748939554612937
"average.5a8b61fcf1408d000176b02f","average","6",7,12.0690737833595,6.8116169544741,0.564386056191467
"average.5a8b61fcf1408d000176b02f","average","8",6,12.5054945054945,6.77289377289377,0.541593438781488
"average.5a8b61fcf1408d000176b02f","average","12",5,13.5032967032967,7.33626373626374,0.543294270833333
"average.5dd42e7f35cf744223c60d1b","average","2",4,11.25,6.25,0.555555555555556
"average.5dd42e7f35cf744223c60d1b","average","6",3,10.7204301075269,8.19354838709677,0.764292878635908
"average.5dd42e7f35cf744223c60d1b","average","8",3,11.573476702509,9.62007168458781,0.831217095075875
"average.5dd42e7f35cf744223c60d1b","average","12",3,12.9068100358423,9.95340501792115,0.77117467370175
"average.5e2f4ab6fb987e078bf5f68e","average","2",2,11.5,9,0.782608695652174
"average.5e2f4ab6fb987e078bf5f68e","average","6",3,12.304347826087,8.59057971014493,0.698174322732627
"average.5e2f4ab6fb987e078bf5f68e","average","8",1,10.0869565217391,9.22826086956522,0.914870689655173
"average.5e2f4ab6fb987e078bf5f68e","average","12",4,12.0434782608696,8.11413043478261,0.673736462093863
"average.615921b85071b9caef6148d8","average","2",8,10.4744623655914,7.15322580645161,0.682920569742076
