"experiment","term","b","SE","df","t","p"
"exp1","(Intercept)",24.7272707566225,0.446713304458954,42.0036085920637,55.3537817427923,6.91541362722159e-41
"exp1","meanVal_c",0.819888183812537,0.0372654308560578,41.9393461949868,22.0013069748061,1.18290518696352e-24
"exp1","array_length1",-1.90288901285707,0.14472670674013,3944.8217532083,-13.1481538944562,1.12215956110647e-38
"exp1","array_length2",-0.133384341742877,0.143684819977157,3943.11706033174,-0.928311994016368,0.353302574525813
"exp1","array_length3",0.371478750014349,0.144974141489833,3943.20208281407,2.56237937467214,0.0104325903017484
"exp1","condition1",0.126717846858352,0.446713304458954,42.0036085897087,0.283667053552007,0.778059114648674
"exp1","meanVal_c:array_length1",0.0735483992831469,0.0220759931372986,3942.87887457918,3.33160093073605,0.000871431429264572
"exp1","meanVal_c:array_length2",-0.00567689865322297,0.0217798279942313,3945.64506295949,-0.260649379541775,0.794376507980328
"exp1","meanVal_c:array_length3",-0.0641936040267307,0.02205062863166,3941.73724329673,-2.91119156279121,0.00362072175700334
"exp1","meanVal_c:condition1",-0.0284590180488114,0.0372654308560578,41.939346195738,-0.763684127489034,0.449330570887395
"exp1","array_length1:condition1",-0.0268087856517248,0.14472670674013,3944.82175316782,-0.185237308687348,0.853052430195692
"exp1","array_length2:condition1",0.182970603823356,0.143684819977157,3943.11706023797,1.27341638352921,0.202945389110641
"exp1","array_length3:condition1",-0.0218819309691147,0.144974141489833,3943.20208278076,-0.150936785996758,0.88003330241455
"exp1","meanVal_c:array_length1:condition1",0.0372960074704401,0.0220759931372986,3942.87887458966,1.68943735570503,0.0912147071922254
"exp1","meanVal_c:array_length2:condition1",0.0175944122110595,0.0217798279942313,3945.64506329091,0.807830631891109,0.419236787245768
"exp1","meanVal_c:array_length3:condition1",0.0252121781630299,0.02205062863166,3941.73724336394,1.14337684354407,0.252951597758477
