"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X6",-0.552443627065705,0.337755408424712,42,-1.63563221575724,0.370235444545523,NA,NA
"noise_overall","X2 - X8",-0.843732097117419,0.334887599108677,42,-2.51944861309604,0.0713442018476769,NA,NA
"noise_overall","X2 - X12",-0.635650856868203,0.276746135911185,42,-2.29687346771917,0.115030385959214,NA,NA
"noise_overall","X6 - X8",-0.291288470051714,0.358948598160947,42,-0.811504687702124,0.848676585050915,NA,NA
"noise_overall","X6 - X12",-0.0832072298024982,0.347334365340694,42,-0.239559450792845,0.995088699978228,NA,NA
"noise_overall","X8 - X12",0.208081240249216,0.338443905203342,42,0.614817513478927,0.926793366422437,NA,NA
"noise_within_condition","X2 - X6",-0.360188523823435,0.466676161255223,42,-0.771816848014333,0.866703311092781,"average",NA
"noise_within_condition","X2 - X8",-0.59877541647043,0.46271371325458,42,-1.29405159025618,0.571771435414623,"average",NA
"noise_within_condition","X2 - X12",-0.932899804798782,0.382379737312294,42,-2.43972081616049,0.0850283628638183,"average",NA
"noise_within_condition","X6 - X8",-0.238586892646995,0.495958760983198,42,-0.481061958002345,0.962875358193308,"average",NA
"noise_within_condition","X6 - X12",-0.572711280975347,0.479911392226739,42,-1.19336879734825,0.634365277669975,"average",NA
"noise_within_condition","X8 - X12",-0.334124388328353,0.467627456262418,42,-0.71450977450916,0.890780902594265,"average",NA
"noise_within_condition","X2 - X6",-0.744698730307974,0.488393513671777,42,-1.52479242549574,0.432146757629221,"experience",NA
"noise_within_condition","X2 - X8",-1.08868877776441,0.484246668252095,42,-2.24821118892581,0.127031804915234,"experience",NA
"noise_within_condition","X2 - X12",-0.338401908937623,0.40017425137066,42,-0.845636389094359,0.832342254197242,"experience",NA
"noise_within_condition","X6 - X8",-0.343990047456434,0.519038815399046,42,-0.662744359864432,0.910437050102088,"experience",NA
"noise_within_condition","X6 - X12",0.406296821370351,0.5022446624878,42,0.808961949655802,0.84986330310743,"experience",NA
"noise_within_condition","X8 - X12",0.750286868826785,0.489389078368831,42,1.53310913951644,0.427352007887959,"experience",NA
"condition_within_noise","average - experience",0.476578557168619,0.477459496872515,42,0.998154943592772,0.323920475870974,NA,"X2"
"condition_within_noise","average - experience",0.0920683506840795,0.670293117562145,42,0.137355357338193,0.891406284491218,NA,"X6"
"condition_within_noise","average - experience",-0.0133348041253597,0.63791792404327,42,-0.0209036360678513,0.983421521334784,NA,"X8"
"condition_within_noise","average - experience",1.07107645302978,0.619702259391457,42,1.72837267703617,0.0912678303442645,NA,"X12"
"band_within_noise","extreme - middle",1.48871906216627,0.390689662526326,42,3.81049002561196,0.000446495044844829,NA,"X2"
"band_within_noise","extreme - middle",1.55924809444402,0.363142170214846,42,4.29376762693664,0.000101457228988144,NA,"X6"
"band_within_noise","extreme - middle",1.30540150851395,0.459700775485219,42,2.83967654206388,0.00693252705251796,NA,"X8"
"band_within_noise","extreme - middle",1.73563809911316,0.543491797930742,42,3.19349455819081,0.00266459125554438,NA,"X12"
