"experiment","model","term","b","SE","df","t","p"
"exp1","combined","(Intercept)",25.2806076436618,0.115910983983323,42.8046373015134,218.10364104319,7.71886364580153e-67
"exp1","combined","resp_c",0.607049244216855,0.00967814856497105,3965.79242907736,62.7236955644595,0
"exp1","combined","array_length1",1.18920684180303,0.173984536419586,43.9573438497102,6.83512952516135,2.00443258672827e-08
"exp1","combined","array_length2",0.131266333638414,0.139748289535211,41.7129310220178,0.939305476117042,0.352981553693657
"exp1","combined","array_length3",-0.237772090406165,0.149665675352755,41.553271840338,-1.58868818682538,0.119711687239426
"exp1","combined","condition1",0.0491486447636425,0.115910983983323,42.8046372991716,0.424020598174835,0.673674203279762
"exp1","combined","resp_c:array_length1",0.0274569581489226,0.016628820353709,3854.62793069963,1.65116692374384,0.0987859546885455
"exp1","combined","resp_c:array_length2",-0.00468605962286641,0.0165484855472544,3932.5702786495,-0.283171508926621,0.777060272218329
"exp1","combined","resp_c:array_length3",-0.0186017382319075,0.0170738618575917,3843.73575313928,-1.089486279499,0.276007801040506
"exp1","combined","resp_c:condition1",-0.0140962296230387,0.00967814856497105,3965.79242913065,-1.45650064456113,0.145333436059158
"exp1","combined","array_length1:condition1",0.0383222885896708,0.173984536419586,43.9573438555751,0.220262612863775,0.826686434140409
"exp1","combined","array_length2:condition1",-0.0758382132601617,0.139748289535211,41.712931040514,-0.542677219967357,0.590240033277341
"exp1","combined","array_length3:condition1",0.0142628977438898,0.149665675352755,41.5532719025851,0.0952983889610816,0.924535921215649
"exp1","combined","resp_c:array_length1:condition1",-0.0354058370387377,0.016628820353709,3854.62792189784,-2.12918513073241,0.0333021553324397
"exp1","combined","resp_c:array_length2:condition1",0.00649790534378258,0.0165484855472544,3932.57027154379,0.392658610676351,0.694592925386703
"exp1","combined","resp_c:array_length3:condition1",0.0118250606163193,0.0170738618575917,3843.73575364233,0.692582657336036,0.488613336122244
"exp1","experience","(Intercept)",25.2328143526079,0.152297443250269,20.5471708181065,165.681142205014,1.33038897266808e-33
"exp1","experience","resp_c",0.618733107879997,0.0135536557644486,1894.94882271275,45.6506435336024,1.43415944168737e-307
"exp1","experience","array_length1",1.1432803185258,0.18903565884751,1895.69526170852,6.0479611386339,1.76263189797077e-09
"exp1","experience","array_length2",0.207175820980246,0.183048812520901,1895.62942807401,1.13180641888398,0.257858980639519
"exp1","experience","array_length3",-0.252076694337689,0.185062655616673,1895.90424173372,-1.36211540625368,0.173323273020311
"exp1","experience","resp_c:array_length1",0.0598442211040403,0.0239421291466883,1914.22121613281,2.49953630846227,0.0125187397123214
"exp1","experience","resp_c:array_length2",-0.00954428730962431,0.0233002856423207,1906.58595911961,-0.409621043112401,0.682129973362413
"exp1","experience","resp_c:array_length3",-0.030103165386815,0.0240078361408426,1911.80743189341,-1.25388915561628,0.210035595861849
"exp1","average","(Intercept)",25.3257165325822,0.173276438603532,22.2798413111181,146.157877762765,1.00465051547741e-34
"exp1","average","resp_c",0.590495653799684,0.0138368187608186,2081.19300488948,42.6756802995627,2.01439755983077e-286
"exp1","average","array_length1",1.22464156203294,0.183342743718569,2082.10671911148,6.67952021004317,3.06631158110027e-11
"exp1","average","array_length2",0.0563275848502226,0.180332804359197,2081.887787017,0.312353512442617,0.754803157151688
"exp1","average","array_length3",-0.225197708596119,0.181565645726123,2082.09107697741,-1.240310124173,0.215000460783705
"exp1","average","resp_c:array_length1",-0.00990449225148053,0.023218064954782,2098.35070858522,-0.426585603527678,0.669724944780152
"exp1","average","resp_c:array_length2",0.00365774561816978,0.0236434268366302,2092.44531092768,0.154704546149077,0.877069166129663
"exp1","average","resp_c:array_length3",-0.00751076413107343,0.0245647950214838,2096.11541796099,-0.305753177443764,0.759822942471537
