"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses"
"pavlovia","0","4","0.0-0.0","67f40fb56ba26bf27e879c2b","","","",""
"external-html","1","66293","0.0-1.0","67f40fb56ba26bf27e879c2b","65917.80000000075","external_page.html","",""
"instructions","2","92772","0.0-2.0","67f40fb56ba26bf27e879c2b","26478.599999999627","","[{""page_index"":0,""viewing_time"":2150.5999999996275},{""page_index"":1,""viewing_time"":8807.900000000373},{""page_index"":2,""viewing_time"":14480.199999999255},{""page_index"":3,""viewing_time"":1039.6000000014901}]",""
"survey-text","3","100230","0.0-3.0","67f40fb56ba26bf27e879c2b","7455.199999999255","","","{""Q0"":""67f40fb56ba26bf27e879c2b""}"
"instructions","4","103828","0.0-4.0","67f40fb56ba26bf27e879c2b","3597.4000000003725","","[{""page_index"":0,""viewing_time"":3597.2000000011176}]",""
