"experiment","zone","level","n_trials","sd_report","bias"
"exp3","high (>= 32)","2 squares",550,6.14216179395974,-5.12181818181818
"exp3","high (>= 32)","10 squares",520,5.93534609198252,-3.76923076923077
"exp3","high (>= 32)","20 squares",500,6.19695414333013,-4.508
"exp3","low (<= 17)","2 squares",436,4.71125111979516,-2.49082568807339
"exp3","low (<= 17)","10 squares",464,4.95076241206691,0.495689655172414
"exp3","low (<= 17)","20 squares",468,4.78188424574831,-0.698717948717949
"exp3","middle","2 squares",1584,5.20301702174647,-4.07007575757576
"exp3","middle","10 squares",1594,5.3710672567719,-1.47616060225847
"exp3","middle","20 squares",1592,5.41599380385816,-2.55213567839196
