"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","combined","overall",0.623611508635909,0.0145140127792752,97.0620701163184,0.594805443589468,0.652417573682349,42.9661678075944,5.71622635348956e-65
"exp4","experience","overall",0.609911566028275,0.020751278643004,47.7664639715818,0.568183053382039,0.651640078674511,29.3915173383255,3.04921891732878e-32
"exp4","average","overall",0.636832622510906,0.0204563768211271,49.2475970766356,0.595729221363153,0.67793602365866,31.1312520335073,4.68190669804467e-34
