"experiment","condition","variance_level","n","se","inward","inward_low","inward_high"
"exp4","average","3",51,0.282226476748636,-0.713547162637047,-1.42345721018187,-0.00363711509222357
"exp4","average","5",51,0.272836140935289,0.675777804762668,0.301189589893699,1.05036601963164
"exp4","average","7",51,0.270160701255507,1.73089917907143,1.29344749773441,2.16835086040844
"exp4","experience","3",49,0.302778416762915,-0.742867116408955,-0.95755831052197,-0.528175922295939
"exp4","experience","5",50,0.246134621375705,0.408076356407461,0.259196726850422,0.5569559859645
"exp4","experience","7",49,0.276536285411809,1.07502347333004,1.43794070854292,0.712106238117169
