"experiment","scope","variance_level","n","M","SE","ci_low","ci_high","df","t","p","condition"
"exp4","pooled","3",100,-0.727913939985282,0.205665362891536,-1.13599863938884,-0.319829240581724,99,-3.53931225827837,0.00061287115379699,NA
"exp4","pooled","5",101,0.543252335279892,0.183491099620917,0.179211219729426,0.907293450830358,100,2.96064679105539,0.00383417908598016,NA
"exp4","pooled","7",100,1.40952008325815,0.195072963097375,1.02245300308415,1.79658716343215,99,7.22560451678051,1.04937130180449e-10,NA
"exp4","by_condition","3",51,-0.713547162637047,0.282226476748636,-1.28041572418661,-0.146678601087481,50,-2.5282786039687,0.0146661285580509,"average"
"exp4","by_condition","5",51,0.675777804762668,0.272836140935289,0.127770287776685,1.22378532174865,50,2.47686322803894,0.0166805624341623,"average"
"exp4","by_condition","7",51,1.73089917907143,0.270160701255507,1.18826544083315,2.27353291730971,50,6.40692436400813,5.08186357934353e-08,"average"
"exp4","by_condition","3",49,-0.742867116408955,0.302778416762915,-1.35164392501091,-0.134090307807003,48,-2.45350089465143,0.0178289103839755,"experience"
"exp4","by_condition","5",50,0.408076356407461,0.246134621375705,-0.0865496837093369,0.902702396524259,49,1.65793968409087,0.103718965603524,"experience"
"exp4","by_condition","7",49,1.07502347333004,0.276536285411809,0.519010006136767,1.63103694052332,48,3.88745900643438,0.000310608388398464,"experience"
