"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","experience","overall",0.974231778802916,0.0312027060422322,48.8345073901759,0.911522218025541,1.03694133958029,31.2226695173269,6.30331207052792e-34
"exp4","average","overall",0.922342257294283,0.0303004326262552,49.9750478609755,0.861481294338377,0.983203220250189,30.4399039007475,6.36473487499764e-34
