"participant_id","condition","variance_level","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"average.699f3d1a77d51612aeaf5766","average","3",18,16.0545023696682,9.06213796735124,0.564460844608446
"average.699f3d1a77d51612aeaf5766","average","5",13,12.2683193583668,7.55377324097703,0.615713776298585
"average.699f3d1a77d51612aeaf5766","average","7",15,12.3014218009479,7.0827804107425,0.575769250526532
"average.699fc622b54af00bf1380eba","average","3",24,15.8104265402844,8.15501579778831,0.51579986011191
"average.699fc622b54af00bf1380eba","average","5",15,12.5816745655608,8.02401263823065,0.637753948921423
"average.699fc622b54af00bf1380eba","average","7",23,13.0684112919843,8.49206676282712,0.6498163069015
"average.69a30af34cf4575fd785090b","average","3",24,15.6901658767773,7.15462085308057,0.455993958844629
"average.69a30af34cf4575fd785090b","average","5",26,12.8093328472475,7.6042654028436,0.593650387067395
"average.69a30af34cf4575fd785090b","average","7",25,13.1495734597156,6.50710900473934,0.494853237990889
"average.69a4b67351c86f1665010c28","average","3",7,12.2426417803302,7.35463029432879,0.600738829600094
"average.69a4b67351c86f1665010c28","average","5",11,12.2640475102787,8.68661489264504,0.708299187960963
"average.69a4b67351c86f1665010c28","average","7",9,10.8782802903406,5.8391959798995,0.536775650567161
"average.69a54b53983c2fc21935a276","average","3",29,15.4802231237323,5.74036511156187,0.370819274740394
"average.69a54b53983c2fc21935a276","average","5",36,14.5751633986928,5.99019607843137,0.410986547085202
"average.69a54b53983c2fc21935a276","average","7",34,13.3910034602076,7.1280276816609,0.532299741602067
"average.69aa203bc67c0093e96b9875","average","3",13,13.5435175153485,8.43625857710365,0.622900111994027
"average.69aa203bc67c0093e96b9875","average","5",18,12.7704747000522,8.09207094418362,0.633654670969323
"average.69aa203bc67c0093e96b9875","average","7",19,11.9896219421794,7.42031134173462,0.618894522072462
"average.69ac80094c5494db959077d6","average","3",4,11.8562801932367,8.39734299516908,0.708261179586432
"average.69ac80094c5494db959077d6","average","5",3,11.1062801932367,9.31400966183575,0.838625489343193
"average.69ac80094c5494db959077d6","average","7",4,10.8937198067633,6.35265700483092,0.583148558758315
"average.69acffd5ce1304cfa474a22f","average","3",15,16.0775641025641,8.44198717948718,0.525078744866632
"average.69acffd5ce1304cfa474a22f","average","5",15,12.0557692307692,6.77532051282051,0.561998192162493
"average.69acffd5ce1304cfa474a22f","average","7",11,11.8033216783217,7.4881993006993,0.634414574538991
"average.69af386aa115c4cb66894fb8","average","3",11,13.3760330578512,6.70661157024793,0.501390176088971
"average.69af386aa115c4cb66894fb8","average","5",14,14.0844155844156,5.92207792207792,0.420470262793914
"average.69af386aa115c4cb66894fb8","average","7",11,14.9628099173554,6.83884297520661,0.457056061861364
"average.69b4b502fec38544c443c643","average","3",7,13.6466165413534,7.73547505126452,0.566841973453544
"average.69b4b502fec38544c443c643","average","5",11,11.8277511961722,8.29360591561549,0.701198882024125
"average.69b4b502fec38544c443c643","average","7",7,10.4135338345865,7.82433356117567,0.751361995405317
"average.69b702926fc53d9dd8eeaa52","average","3",8,14.125,7.75,0.548672566371681
"average.69b702926fc53d9dd8eeaa52","average","5",11,13.6595197255575,8.07890222984563,0.591448483706913
"average.69b702926fc53d9dd8eeaa52","average","7",12,11.9591194968553,8.56132075471698,0.715882198264528
"average.69b885c83f7ae2b8458c6624","average","3",26,14.11852433281,7.42386185243328,0.525824206371268
"average.69b885c83f7ae2b8458c6624","average","5",32,13.8724489795918,5.77997448979592,0.416651342405296
"average.69b885c83f7ae2b8458c6624","average","7",34,14.3688475390156,6.14885954381753,0.427929903711594
"average.69b8c2e2a791bd09e0041dd7","average","3",17,14.2319327731092,5.80084033613445,0.407593292394898
