"experiment","tail","variance_level","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp4","low","3",17.1011775835779,0.152807404310681,196.927172252002,16.7998286165435,17.4025265506123,111.913278422089,3.27761303056816e-180
"exp4","low","5",17.032942860769,0.169420725741271,285.584774927685,16.6994711286889,17.3664145928492,100.536358737955,6.0128949160157e-225
"exp4","low","7",17.4518684830914,0.178436355303994,332.325998895318,17.1008613329003,17.8028756332825,97.8044437937518,5.32705336026322e-247
"exp4","high","3",32.1526025789418,0.193312723760184,186.70389479755,31.7712446303952,32.5339605274884,166.324295439699,7.08007208636625e-205
"exp4","high","5",31.7203906064969,0.205596189406297,225.342068322702,31.3152536079959,32.1255276049979,154.284914998164,1.74524138205194e-230
"exp4","high","7",31.1345789077585,0.202904704088997,204.529657700228,30.7345258204082,31.5346319951088,153.444342493422,3.81123483240288e-213
