"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp4","compression_band","condition",1,99,9.59404242689509,1.55995338420928,0.00911136570871209,0.214617253541582
"exp4","compression_band","variance_level",1.8276189894936,180.934279959867,1.40827186027344,92.5845130373961,0.127707915891676,7.84117637932325e-27
"exp4","compression_band","condition:variance_level",1.8276189894936,180.934279959867,1.40827186027344,0.195388766946182,0.000308875149212034,0.803187862338626
"exp4","compression_band","band",1,99,2.44288128744776,7.25165698454258,0.0107667271561155,0.00831976363310381
"exp4","compression_band","condition:band",1,99,2.44288128744776,0.10602651343573,0.000159108402035763,0.745401265884158
"exp4","compression_band","variance_level:band",1.97314520253744,195.341375051207,0.92743237788667,23.8997108867267,0.0261675794815322,6.40218706972684e-10
"exp4","compression_band","condition:variance_level:band",1.97314520253744,195.341375051207,0.92743237788667,3.0717090552706,0.00344167198394012,0.049276556338457
