"participant_id","condition","variance_level","n_trials","r","z"
"experience.5f16f559325a640008bb9a07","experience","5",71,0.727607084282686,0.923623487351147
"experience.5f16f559325a640008bb9a07","experience","7",69,0.64529198457041,0.76718909318588
"experience.5fb809a247aaee22c2a204fc","experience","3",70,0.860221075649236,1.29419427740111
"experience.5fb809a247aaee22c2a204fc","experience","5",69,0.759746262772005,0.995614652725162
"experience.5fb809a247aaee22c2a204fc","experience","7",71,0.744971476271111,0.961559045931663
"experience.608f39d2c76e436967135846","experience","3",71,0.79105832714743,1.07425341629008
"experience.608f39d2c76e436967135846","experience","5",69,0.769931516803721,1.02015955805858
"experience.608f39d2c76e436967135846","experience","7",71,0.731499556687311,0.931945271397651
"experience.610c83598db46d4d46de2c61","experience","3",70,0.914236891628398,1.55274269525744
"experience.610c83598db46d4d46de2c61","experience","5",70,0.816802361910089,1.14713386559724
"experience.610c83598db46d4d46de2c61","experience","7",68,0.823196319983398,1.16665324746537
"experience.6120602a67554358bbd53c9d","experience","3",71,0.910207527088823,1.52873300842884
"experience.6120602a67554358bbd53c9d","experience","5",69,0.76576645201147,1.01001071979684
"experience.6120602a67554358bbd53c9d","experience","7",72,0.817995054703861,1.15072784794219
"experience.6172cf92f2ea6613f717abb6","experience","3",64,0.777281121739478,1.03846483762289
"experience.6172cf92f2ea6613f717abb6","experience","5",63,0.717509691031559,0.902493210570505
"experience.6172cf92f2ea6613f717abb6","experience","7",65,0.702998084723478,0.873203484244538
"experience.62e174454a461d00781acfe1","experience","3",70,0.865791038056323,1.31602119421591
"experience.62e174454a461d00781acfe1","experience","5",68,0.736702522463571,0.943229502965128
"experience.62e174454a461d00781acfe1","experience","7",70,0.638227991806129,0.755178121035979
"experience.6329e23d509947bfd4c50ab3","experience","3",69,0.89004467955384,1.42214082111607
"experience.6329e23d509947bfd4c50ab3","experience","5",72,0.789939044805712,1.07126954682225
"experience.6329e23d509947bfd4c50ab3","experience","7",70,0.782536347679756,1.0518804113457
"experience.63d92dacc885e6167a4a486c","experience","3",70,0.787798790365547,1.06560274471988
"experience.63d92dacc885e6167a4a486c","experience","5",72,0.76696360908483,1.01291162590335
"experience.63d92dacc885e6167a4a486c","experience","7",68,0.68486356245467,0.838217093778408
"experience.64badb09518eb5b219132eea","experience","3",70,0.882242687052317,1.38579671341295
"experience.64badb09518eb5b219132eea","experience","5",70,0.823382585984043,1.1672313641927
"experience.64badb09518eb5b219132eea","experience","7",71,0.700428327527293,0.868140879831871
"experience.65181c2f753b188afdddd2c4","experience","3",71,0.842598451054372,1.23006593964281
"experience.65181c2f753b188afdddd2c4","experience","5",71,0.776779378794627,1.03719852577456
"experience.65181c2f753b188afdddd2c4","experience","7",69,0.73419468570451,0.93776714343217
"experience.655f8b959477c803eb906622","experience","3",70,0.888383617172,1.41420433720996
"experience.655f8b959477c803eb906622","experience","5",71,0.888745086163058,1.41592191127872
"experience.655f8b959477c803eb906622","experience","7",71,0.850687412263006,1.25863520527982
"experience.655fd05c12d38751dfa91559","experience","3",72,0.903918227278843,1.49323481924988
"experience.655fd05c12d38751dfa91559","experience","5",68,0.843034681607756,1.23157194826272
"experience.655fd05c12d38751dfa91559","experience","7",70,0.779131445359328,1.04315641148317
"experience.6599b15ac5bd63ec64f8b1f5","experience","3",70,0.90018041079048,1.47316983248688
"experience.6599b15ac5bd63ec64f8b1f5","experience","5",70,0.855461250793131,1.27617048232311
"experience.6599b15ac5bd63ec64f8b1f5","experience","7",71,0.794086695704365,1.08239806977177
"experience.65cce024500351e8c8f7ff26","experience","3",72,0.90959468166416,1.52517159657607
"experience.65cce024500351e8c8f7ff26","experience","5",70,0.831191624061244,1.19197899659524
"experience.65cce024500351e8c8f7ff26","experience","7",71,0.773191239780027,1.0282144830487
"experience.6639151df5e0ac5d59c17055","experience","3",68,0.700477250033046,0.868236925732745
"experience.6639151df5e0ac5d59c17055","experience","5",71,0.66506222697762,0.801836506438654
"experience.6639151df5e0ac5d59c17055","experience","7",69,0.64266019284383,0.762692552826344
"experience.6650ecda2657647b60a302eb","experience","3",70,0.557728554967949,0.629530081024476
"experience.6650ecda2657647b60a302eb","experience","5",68,0.580694433849154,0.663509807801728
"experience.6650ecda2657647b60a302eb","experience","7",70,0.458114581712721,0.49492246202234
"experience.66573c811d17794993965781","experience","3",69,0.839664344326075,1.22003447330739
"experience.66573c811d17794993965781","experience","5",71,0.870270182142919,1.33419210913745
"experience.66573c811d17794993965781","experience","7",71,0.824203966245445,1.16978728205426
"experience.66613916abcfcbe01b57b32a","experience","3",69,0.858492630240241,1.28758461273012
"experience.66613916abcfcbe01b57b32a","experience","5",71,0.779093572008338,1.04306003763563
"experience.66613916abcfcbe01b57b32a","experience","7",70,0.699851895663473,0.86701018604682
"experience.66789a1e138a59bb4ad16fa5","experience","3",69,0.828645031900085,1.18379665504534
"experience.66789a1e138a59bb4ad16fa5","experience","5",71,0.82328205396777,1.16691927303277
"experience.66789a1e138a59bb4ad16fa5","experience","7",70,0.77833401761357,1.04113029742529
"experience.66d8e14e71c04a7d23ff43c9","experience","3",65,0.866947865830471,1.3206595907333
"experience.66d8e14e71c04a7d23ff43c9","experience","5",66,0.78173306169021,1.04981149920183
"experience.66d8e14e71c04a7d23ff43c9","experience","7",70,0.726854490812314,0.92202608262708
"experience.66fcd1c4584eed5dbd49859c","experience","3",68,0.774890566744919,1.0324536967417
"experience.66fcd1c4584eed5dbd49859c","experience","5",68,0.714439867303613,0.896194534471682
"experience.66fcd1c4584eed5dbd49859c","experience","7",71,0.660903223992466,0.794415651313043
"experience.6716283de5fe806da4523e16","experience","3",69,0.797832635697027,1.09262061829828
"experience.6716283de5fe806da4523e16","experience","5",72,0.630513110533991,0.742267389034115
"experience.6716283de5fe806da4523e16","experience","7",70,0.707899131133975,0.882960065976151
"experience.67352889b3b5e7bc6bb4981b","experience","3",69,0.695952650062899,0.859408225858813
"experience.67352889b3b5e7bc6bb4981b","experience","5",70,0.508048594180583,0.560095914675875
"experience.67352889b3b5e7bc6bb4981b","experience","7",69,0.0667628212832212,0.0668622808126976
"experience.675758f40df8b09c8aa98ad0","experience","3",69,0.900704161637706,1.47593802372787
"experience.675758f40df8b09c8aa98ad0","experience","5",70,0.863518161980133,1.30701495703239
"experience.675758f40df8b09c8aa98ad0","experience","7",68,0.771609344092993,1.02429304028055
"experience.67df65cf111af9caf43e00a5","experience","3",69,0.740643104853389,0.951902418854641
"experience.67df65cf111af9caf43e00a5","experience","5",71,0.754665741576294,0.983706028158643
"experience.67df65cf111af9caf43e00a5","experience","7",71,0.622687380617575,0.729382428887867
"experience.68dc82cf2d34a90250ee5972","experience","3",68,0.864166266257992,1.30956879905072
"experience.68dc82cf2d34a90250ee5972","experience","5",66,0.77294515945041,1.02760289901599
"experience.68dc82cf2d34a90250ee5972","experience","7",68,0.721164954797511,0.910068134352778
"experience.697ed59824964096e537d7d3","experience","3",71,0.738959748181766,0.948183875298673
"experience.697ed59824964096e537d7d3","experience","5",71,0.635180052442455,0.750052131788138
"experience.697ed59824964096e537d7d3","experience","7",67,0.538433468447002,0.601946871067285
"experience.698ce63b43f959c040a1a38c","experience","3",71,0.82418497582376,1.16972806716185
"experience.698ce63b43f959c040a1a38c","experience","5",69,0.773147193305595,1.02810497173779
"experience.698ce63b43f959c040a1a38c","experience","7",69,0.566389095331078,0.642190355593346
"experience.698e495c1fc8060e7080c7b9","experience","3",69,0.821397395471409,1.16109801690505
"experience.698e495c1fc8060e7080c7b9","experience","5",69,0.848419890742973,1.25048609041327
"experience.698e495c1fc8060e7080c7b9","experience","7",69,0.736306304656884,0.942363568901068
"experience.699085db00ce46f1d7f46540","experience","3",72,0.880068621975047,1.37607191339343
"experience.699085db00ce46f1d7f46540","experience","5",70,0.824904751035207,1.1719764838926
"experience.699085db00ce46f1d7f46540","experience","7",71,0.781203530741372,1.04845131104888
"experience.6995ebe917abe5d36a3b17e0","experience","3",71,0.942375859500928,1.75886279340931
"experience.6995ebe917abe5d36a3b17e0","experience","5",71,0.931091757541995,1.66653249964657
"experience.6995ebe917abe5d36a3b17e0","experience","7",69,0.899899540483678,1.47169100672188
"experience.6997463b53dc974a895c3f7d","experience","3",69,0.789971949828852,1.07135706709215
"experience.6997463b53dc974a895c3f7d","experience","5",69,0.491706282848506,0.538308218079206
"experience.6997463b53dc974a895c3f7d","experience","7",72,0.692746542647357,0.853217330480945
"experience.69ab40ce103bf88603a63252","experience","3",68,0.842212386271742,1.22873630015731
"experience.69ab40ce103bf88603a63252","experience","5",70,0.691631721211894,0.851077039292271
"experience.69ab40ce103bf88603a63252","experience","7",69,0.754148189701102,0.982504849410344
"experience.69adbd35d535ed1bd0cdce42","experience","3",69,0.483984460218033,0.528174535618346
"experience.69adbd35d535ed1bd0cdce42","experience","5",71,0.469547001783932,0.509489057563823
"experience.69adbd35d535ed1bd0cdce42","experience","7",70,0.703907720286086,0.87500419481629
"experience.69b9a9800190f414ab589c05","experience","3",70,0.805991691614136,1.11548207432683
"experience.69b9a9800190f414ab589c05","experience","5",71,0.659132317531,0.7912778351908
"experience.69b9a9800190f414ab589c05","experience","7",71,0.676168548392385,0.822021336252104
"experience.69b9bede6c5d94595aa6f31f","experience","3",71,0.896055398542356,1.45183641105129
"experience.69b9bede6c5d94595aa6f31f","experience","5",70,0.892204486706418,1.43263089323535
"experience.69b9bede6c5d94595aa6f31f","experience","7",71,0.844442887465666,1.2364598027483
"experience.69bf4d1a17c6fd5e56da4309","experience","3",70,0.86341795180319,1.30662108456519
"experience.69bf4d1a17c6fd5e56da4309","experience","5",70,0.755380993464135,0.985369638918002
"experience.69bf4d1a17c6fd5e56da4309","experience","7",69,0.596627376915266,0.687894018144485
