"participant_id","condition","variance_level","n_sides","n_low","n_high","inward_low","inward_high","inward"
"experience.6716283de5fe806da4523e16","experience","5",2,21,12,6,-4.08333333333333,0.958333333333333
"experience.6716283de5fe806da4523e16","experience","7",2,20,15,5.45,-5.33333333333333,0.0583333333333336
"experience.67352889b3b5e7bc6bb4981b","experience","5",2,13,6,3.61538461538462,2.66666666666667,3.14102564102564
"experience.675758f40df8b09c8aa98ad0","experience","3",2,20,15,-0.1,-0.533333333333333,-0.316666666666667
"experience.675758f40df8b09c8aa98ad0","experience","5",2,20,12,1.1,0.833333333333333,0.966666666666667
"experience.675758f40df8b09c8aa98ad0","experience","7",2,19,19,3.26315789473684,0.473684210526316,1.86842105263158
"experience.67df65cf111af9caf43e00a5","experience","3",2,18,15,-0.555555555555555,-5.66666666666667,-3.11111111111111
"experience.67df65cf111af9caf43e00a5","experience","5",2,22,15,-1.22727272727273,-1.8,-1.51363636363636
"experience.67df65cf111af9caf43e00a5","experience","7",2,19,13,1.63157894736842,-2.30769230769231,-0.338056680161944
"experience.68dc82cf2d34a90250ee5972","experience","3",2,23,11,-1.69565217391304,-0.181818181818182,-0.938735177865613
"experience.68dc82cf2d34a90250ee5972","experience","5",2,19,20,-1.05263157894737,0.0999999999999999,-0.476315789473684
"experience.68dc82cf2d34a90250ee5972","experience","7",2,12,14,0.333333333333333,-2.78571428571429,-1.22619047619048
"experience.697ed59824964096e537d7d3","experience","3",2,20,10,-2.1,2.7,0.3
"experience.697ed59824964096e537d7d3","experience","5",2,18,19,-0.833333333333334,5.63157894736842,2.39912280701754
"experience.697ed59824964096e537d7d3","experience","7",2,18,15,-1.83333333333333,4.53333333333333,1.35
"experience.698ce63b43f959c040a1a38c","experience","3",2,24,15,2.58333333333333,-2.8,-0.108333333333333
"experience.698ce63b43f959c040a1a38c","experience","5",2,19,11,1.31578947368421,-1.90909090909091,-0.296650717703349
"experience.698ce63b43f959c040a1a38c","experience","7",2,17,16,8.52941176470588,-0.8125,3.85845588235294
"experience.698e495c1fc8060e7080c7b9","experience","3",2,23,10,-3.95652173913044,2.1,-0.928260869565218
"experience.698e495c1fc8060e7080c7b9","experience","5",2,21,17,-4.52380952380952,-2.23529411764706,-3.37955182072829
"experience.698e495c1fc8060e7080c7b9","experience","7",2,12,18,3.33333333333333,-3.16666666666667,0.0833333333333333
"experience.699085db00ce46f1d7f46540","experience","3",2,21,18,-0.904761904761904,-3,-1.95238095238095
"experience.699085db00ce46f1d7f46540","experience","5",2,22,12,-1.63636363636364,-0.5,-1.06818181818182
"experience.699085db00ce46f1d7f46540","experience","7",2,16,15,-1.6875,-1.6,-1.64375
"experience.6995ebe917abe5d36a3b17e0","experience","3",2,25,11,-1.4,-5.36363636363636,-3.38181818181818
"experience.6995ebe917abe5d36a3b17e0","experience","5",2,24,11,-0.0833333333333334,-3.36363636363636,-1.72348484848485
"experience.6995ebe917abe5d36a3b17e0","experience","7",2,11,24,1.63636363636364,-4.29166666666667,-1.32765151515151
"experience.6997463b53dc974a895c3f7d","experience","3",2,27,16,-0.0740740740740742,0.125,0.0254629629629629
"experience.6997463b53dc974a895c3f7d","experience","5",2,23,5,3.39130434782609,3.8,3.59565217391304
"experience.6997463b53dc974a895c3f7d","experience","7",2,10,24,0.5,2.66666666666667,1.58333333333333
"experience.69ab40ce103bf88603a63252","experience","3",2,27,15,-7.22222222222222,-6.53333333333333,-6.87777777777778
"experience.69ab40ce103bf88603a63252","experience","5",2,8,16,0.75,-7.75,-3.5
"experience.69ab40ce103bf88603a63252","experience","7",2,18,15,0.388888888888888,-9.26666666666667,-4.43888888888889
"experience.69adbd35d535ed1bd0cdce42","experience","3",2,18,11,1.66666666666667,5.09090909090909,3.37878787878788
"experience.69adbd35d535ed1bd0cdce42","experience","5",2,17,16,3.35294117647059,2.625,2.98897058823529
"experience.69adbd35d535ed1bd0cdce42","experience","7",2,24,17,2.625,-3.05882352941176,-0.216911764705882
"experience.69b9a9800190f414ab589c05","experience","3",2,19,17,-3.21052631578947,-3.47058823529412,-3.3405572755418
"experience.69b9a9800190f414ab589c05","experience","5",2,16,18,0,0.444444444444445,0.222222222222222
"experience.69b9a9800190f414ab589c05","experience","7",2,24,11,-0.875,-2,-1.4375
"experience.69b9bede6c5d94595aa6f31f","experience","3",2,22,15,-3.77272727272727,-2.2,-2.98636363636364
"experience.69b9bede6c5d94595aa6f31f","experience","5",2,14,19,-2.35714285714286,-2.52631578947368,-2.44172932330827
"experience.69b9bede6c5d94595aa6f31f","experience","7",2,24,11,0.916666666666667,-1.63636363636364,-0.359848484848485
"experience.69bf4d1a17c6fd5e56da4309","experience","3",2,20,16,-2.25,2.75,0.25
"experience.69bf4d1a17c6fd5e56da4309","experience","5",2,20,15,-1.35,2.2,0.425
"experience.69bf4d1a17c6fd5e56da4309","experience","7",2,17,15,0.0588235294117649,5.73333333333333,2.89607843137255
