"window","experiment","variance_level","high","low"
15.0514249953639,"exp4","3",32.1526025789418,17.1011775835779
14.6874477457279,"exp4","5",31.7203906064969,17.032942860769
13.6827104246671,"exp4","7",31.1345789077585,17.4518684830914
