"experiment","model","term","b","SE","df","t","p"
"exp4","combined","(Intercept)",24.3400994393219,0.0275856841842713,15349.7498219677,882.345323637106,0
"exp4","combined","resp_c",0.623611508635909,0.0145140127792752,97.0620701163184,42.9661678075944,5.71622635348956e-65
"exp4","combined","variance_level1",0.175925225783341,0.0758918385133069,92.8791345159154,2.31810467673009,0.0226389972605089
"exp4","combined","variance_level2",-0.11086329399184,0.0414465604009079,97.5001431836767,-2.67484908082774,0.00876857650348442
"exp4","combined","condition1",0.00791542647049552,0.0275856841842713,15349.7508138639,0.286939646579754,0.774162405745876
"exp4","combined","resp_c:variance_level1",0.000681184482768187,0.00479289096296725,20884.6088750521,0.14212392646347,0.886983490361396
"exp4","combined","resp_c:variance_level2",0.0149572119515267,0.00500292002612613,20906.4146305871,2.98969639199059,0.00279579763042243
"exp4","combined","resp_c:condition1",0.0130241598998134,0.0145140127792752,97.0620701125215,0.897350725666354,0.371752218127371
"exp4","combined","variance_level1:condition1",-0.00869405300484685,0.0758918385133069,92.8791345273026,-0.114558471308116,0.909042386489551
"exp4","combined","variance_level2:condition1",-0.0489325925855445,0.0414465604009079,97.5001430258395,-1.18061890087441,0.240626321620312
"exp4","combined","resp_c:variance_level1:condition1",-0.0109101039459628,0.00479289096296725,20884.6088567544,-2.27630964907418,0.0228375580301315
"exp4","combined","resp_c:variance_level2:condition1",0.00848338600072465,0.00500292002612612,20906.4146408957,1.69568691012907,0.0899600783340418
"exp4","experience","(Intercept)",24.3320471953875,0.0389014957075618,3442.30313599537,625.478448908529,0
"exp4","experience","resp_c",0.609911566028275,0.020751278643004,47.7664639715818,29.3915173383255,3.04921891732878e-32
"exp4","experience","variance_level1",0.181639137458861,0.126291804393232,45.3431883273,1.43824960243102,0.157229933407513
"exp4","experience","variance_level2",-0.0617110177708574,0.0634549173301903,49.1096902125961,-0.972517503249457,0.335559095804582
"exp4","experience","resp_c:variance_level1",0.0116161621422888,0.0065880938075706,10385.3369654898,1.76320533398299,0.0778952681461748
"exp4","experience","resp_c:variance_level2",0.0064418369212933,0.00684625879771506,10377.1097251859,0.940928047219492,0.346763635727738
"exp4","average","(Intercept)",24.3479919565574,0.0391869245773298,3709.03862611046,621.329492405306,0
"exp4","average","resp_c",0.636832622510906,0.0204563768211271,49.2475970766356,31.1312520335073,4.68190669804467e-34
"exp4","average","variance_level1",0.167424995730312,0.0894004941210846,51.221973602951,1.87275246491983,0.066815216298742
"exp4","average","variance_level2",-0.15914844827921,0.0559295582360695,1078.86858934365,-2.84551591856797,0.00451784997110465
"exp4","average","resp_c:variance_level1",-0.0103384470192765,0.00696437619725887,10522.8333078724,-1.48447566967241,0.137712726065884
"exp4","average","resp_c:variance_level2",0.0234307558362848,0.00729775608858267,10538.3140619491,3.21067949543315,0.001328187598489
