"participant_id","condition","variance_level","side","n_trials","inward"
"experience.608f39d2c76e436967135846","experience","7","high",13,-0.0769230769230771
"experience.608f39d2c76e436967135846","experience","7","low",21,4.23809523809524
"experience.610c83598db46d4d46de2c61","experience","3","high",17,-6.41176470588235
"experience.610c83598db46d4d46de2c61","experience","3","low",20,2.05
"experience.610c83598db46d4d46de2c61","experience","5","high",12,-2.16666666666667
"experience.610c83598db46d4d46de2c61","experience","5","low",23,3.56521739130435
"experience.610c83598db46d4d46de2c61","experience","7","high",16,-0.8125
"experience.610c83598db46d4d46de2c61","experience","7","low",15,4.6
"experience.6120602a67554358bbd53c9d","experience","3","high",19,-2.21052631578947
"experience.6120602a67554358bbd53c9d","experience","3","low",22,-0.5
"experience.6120602a67554358bbd53c9d","experience","5","high",10,3.1
"experience.6120602a67554358bbd53c9d","experience","5","low",17,-0.11764705882353
"experience.6120602a67554358bbd53c9d","experience","7","high",17,5.94117647058824
"experience.6120602a67554358bbd53c9d","experience","7","low",19,-1.15789473684211
"experience.6172cf92f2ea6613f717abb6","experience","3","high",17,0.470588235294118
"experience.6172cf92f2ea6613f717abb6","experience","3","low",12,0.75
"experience.6172cf92f2ea6613f717abb6","experience","5","high",7,-1.85714285714286
"experience.6172cf92f2ea6613f717abb6","experience","5","low",26,1.76923076923077
"experience.6172cf92f2ea6613f717abb6","experience","7","high",17,-1.52941176470588
"experience.6172cf92f2ea6613f717abb6","experience","7","low",18,5.38888888888889
"experience.62e174454a461d00781acfe1","experience","3","high",15,-3.2
"experience.62e174454a461d00781acfe1","experience","3","low",22,-0.409090909090909
"experience.62e174454a461d00781acfe1","experience","5","high",17,-1.05882352941176
"experience.62e174454a461d00781acfe1","experience","5","low",15,0.333333333333333
"experience.62e174454a461d00781acfe1","experience","7","high",13,-0.615384615384616
"experience.62e174454a461d00781acfe1","experience","7","low",20,1.1
"experience.6329e23d509947bfd4c50ab3","experience","3","high",15,-0.4
"experience.6329e23d509947bfd4c50ab3","experience","3","low",21,-7.23809523809524
"experience.6329e23d509947bfd4c50ab3","experience","5","high",14,3.28571428571429
"experience.6329e23d509947bfd4c50ab3","experience","5","low",23,-3.56521739130435
"experience.6329e23d509947bfd4c50ab3","experience","7","high",16,3.125
"experience.6329e23d509947bfd4c50ab3","experience","7","low",16,-2.5
"experience.63d92dacc885e6167a4a486c","experience","3","high",11,0.818181818181818
"experience.63d92dacc885e6167a4a486c","experience","3","low",19,2.05263157894737
"experience.63d92dacc885e6167a4a486c","experience","5","high",15,3.2
"experience.63d92dacc885e6167a4a486c","experience","5","low",21,1.0952380952381
"experience.63d92dacc885e6167a4a486c","experience","7","high",19,3.36842105263158
"experience.63d92dacc885e6167a4a486c","experience","7","low",17,3.29411764705882
"experience.64badb09518eb5b219132eea","experience","3","high",15,-6.26666666666667
"experience.64badb09518eb5b219132eea","experience","3","low",25,-3.44
"experience.64badb09518eb5b219132eea","experience","5","high",14,-3.14285714285714
"experience.64badb09518eb5b219132eea","experience","5","low",20,-3.15
"experience.64badb09518eb5b219132eea","experience","7","high",17,1.41176470588235
"experience.64badb09518eb5b219132eea","experience","7","low",14,0.357142857142857
"experience.65181c2f753b188afdddd2c4","experience","3","high",16,1.0625
"experience.65181c2f753b188afdddd2c4","experience","3","low",22,-2.04545454545454
"experience.65181c2f753b188afdddd2c4","experience","5","high",19,3
"experience.65181c2f753b188afdddd2c4","experience","5","low",16,-1.0625
"experience.65181c2f753b188afdddd2c4","experience","7","high",11,3.27272727272727
"experience.65181c2f753b188afdddd2c4","experience","7","low",20,0.2
"experience.655f8b959477c803eb906622","experience","3","high",14,-0.285714285714286
"experience.655f8b959477c803eb906622","experience","3","low",20,-2.85
"experience.655f8b959477c803eb906622","experience","5","high",16,0.25
"experience.655f8b959477c803eb906622","experience","5","low",19,-0.789473684210526
"experience.655f8b959477c803eb906622","experience","7","high",15,0.0666666666666666
"experience.655f8b959477c803eb906622","experience","7","low",19,-0.210526315789474
"experience.655fd05c12d38751dfa91559","experience","3","high",20,3
"experience.655fd05c12d38751dfa91559","experience","3","low",15,-2.93333333333333
"experience.655fd05c12d38751dfa91559","experience","5","high",10,2.5
"experience.655fd05c12d38751dfa91559","experience","5","low",26,0.384615384615385
"experience.655fd05c12d38751dfa91559","experience","7","high",15,3.73333333333333
"experience.655fd05c12d38751dfa91559","experience","7","low",17,1.29411764705882
"experience.6599b15ac5bd63ec64f8b1f5","experience","3","high",15,-0.666666666666667
"experience.6599b15ac5bd63ec64f8b1f5","experience","3","low",20,0.25
"experience.6599b15ac5bd63ec64f8b1f5","experience","5","high",20,1.15
"experience.6599b15ac5bd63ec64f8b1f5","experience","5","low",15,-0.8
"experience.6599b15ac5bd63ec64f8b1f5","experience","7","high",11,0.909090909090909
"experience.6599b15ac5bd63ec64f8b1f5","experience","7","low",23,-1.04347826086957
"experience.65cce024500351e8c8f7ff26","experience","3","high",18,0.722222222222223
"experience.65cce024500351e8c8f7ff26","experience","3","low",21,-1.04761904761905
"experience.65cce024500351e8c8f7ff26","experience","5","high",14,2.28571428571429
"experience.65cce024500351e8c8f7ff26","experience","5","low",18,0.333333333333333
"experience.65cce024500351e8c8f7ff26","experience","7","high",14,4.71428571428571
"experience.65cce024500351e8c8f7ff26","experience","7","low",21,-0.238095238095239
"experience.6639151df5e0ac5d59c17055","experience","3","high",14,-3.42857142857143
"experience.6639151df5e0ac5d59c17055","experience","3","low",18,-0.555555555555555
"experience.6639151df5e0ac5d59c17055","experience","5","high",17,0.647058823529411
"experience.6639151df5e0ac5d59c17055","experience","5","low",16,-2.1875
"experience.6639151df5e0ac5d59c17055","experience","7","high",14,1.92857142857143
"experience.6639151df5e0ac5d59c17055","experience","7","low",22,1.22727272727273
"experience.6650ecda2657647b60a302eb","experience","3","high",12,4.25
"experience.6650ecda2657647b60a302eb","experience","3","low",22,-0.318181818181818
"experience.6650ecda2657647b60a302eb","experience","5","high",14,4.07142857142857
"experience.6650ecda2657647b60a302eb","experience","5","low",22,0.0454545454545449
"experience.6650ecda2657647b60a302eb","experience","7","high",18,5.83333333333333
"experience.6650ecda2657647b60a302eb","experience","7","low",15,0.733333333333333
"experience.66573c811d17794993965781","experience","3","high",16,0.875
"experience.66573c811d17794993965781","experience","3","low",17,-3.35294117647059
"experience.66573c811d17794993965781","experience","5","high",16,-1.9375
"experience.66573c811d17794993965781","experience","5","low",22,-2
"experience.66573c811d17794993965781","experience","7","high",14,0.5
"experience.66573c811d17794993965781","experience","7","low",19,-3.05263157894737
"experience.66613916abcfcbe01b57b32a","experience","3","high",17,0
"experience.66613916abcfcbe01b57b32a","experience","3","low",20,0.4
"experience.66613916abcfcbe01b57b32a","experience","5","high",16,0.875
"experience.66613916abcfcbe01b57b32a","experience","5","low",21,2.9047619047619
"experience.66613916abcfcbe01b57b32a","experience","7","high",11,1.81818181818182
"experience.66613916abcfcbe01b57b32a","experience","7","low",18,3.22222222222222
"experience.66789a1e138a59bb4ad16fa5","experience","3","high",16,3.375
"experience.66789a1e138a59bb4ad16fa5","experience","3","low",12,-0.916666666666667
"experience.66789a1e138a59bb4ad16fa5","experience","5","high",15,4.86666666666667
"experience.66789a1e138a59bb4ad16fa5","experience","5","low",25,-1
"experience.66789a1e138a59bb4ad16fa5","experience","7","high",15,3.26666666666667
"experience.66789a1e138a59bb4ad16fa5","experience","7","low",20,0.75
"experience.66d8e14e71c04a7d23ff43c9","experience","3","high",12,-1.08333333333333
"experience.66d8e14e71c04a7d23ff43c9","experience","3","low",20,-0.0499999999999999
"experience.66d8e14e71c04a7d23ff43c9","experience","5","high",15,-3.6
"experience.66d8e14e71c04a7d23ff43c9","experience","5","low",13,2.07692307692308
"experience.66d8e14e71c04a7d23ff43c9","experience","7","high",18,-3.16666666666667
"experience.66d8e14e71c04a7d23ff43c9","experience","7","low",18,-2.05555555555555
"experience.66fcd1c4584eed5dbd49859c","experience","3","high",15,2
"experience.66fcd1c4584eed5dbd49859c","experience","3","low",18,3.27777777777778
"experience.66fcd1c4584eed5dbd49859c","experience","5","high",16,1.375
"experience.66fcd1c4584eed5dbd49859c","experience","5","low",18,4.77777777777778
"experience.66fcd1c4584eed5dbd49859c","experience","7","high",12,0.916666666666667
"experience.66fcd1c4584eed5dbd49859c","experience","7","low",21,6.52380952380952
"experience.6716283de5fe806da4523e16","experience","3","high",18,-3.27777777777778
"experience.6716283de5fe806da4523e16","experience","3","low",16,0.75
"experience.6716283de5fe806da4523e16","experience","5","high",12,-4.08333333333333
"experience.6716283de5fe806da4523e16","experience","5","low",21,6
"experience.6716283de5fe806da4523e16","experience","7","high",15,-5.33333333333333
"experience.6716283de5fe806da4523e16","experience","7","low",20,5.45
"experience.67352889b3b5e7bc6bb4981b","experience","3","low",46,1.17391304347826
"experience.67352889b3b5e7bc6bb4981b","experience","5","high",6,2.66666666666667
"experience.67352889b3b5e7bc6bb4981b","experience","5","low",13,3.61538461538462
"experience.67352889b3b5e7bc6bb4981b","experience","7","high",36,3.47222222222222
"experience.675758f40df8b09c8aa98ad0","experience","3","high",15,-0.533333333333333
"experience.675758f40df8b09c8aa98ad0","experience","3","low",20,-0.1
"experience.675758f40df8b09c8aa98ad0","experience","5","high",12,0.833333333333333
"experience.675758f40df8b09c8aa98ad0","experience","5","low",20,1.1
"experience.675758f40df8b09c8aa98ad0","experience","7","high",19,0.473684210526316
"experience.675758f40df8b09c8aa98ad0","experience","7","low",19,3.26315789473684
"experience.67df65cf111af9caf43e00a5","experience","3","high",15,-5.66666666666667
"experience.67df65cf111af9caf43e00a5","experience","3","low",18,-0.555555555555555
"experience.67df65cf111af9caf43e00a5","experience","5","high",15,-1.8
"experience.67df65cf111af9caf43e00a5","experience","5","low",22,-1.22727272727273
"experience.67df65cf111af9caf43e00a5","experience","7","high",13,-2.30769230769231
"experience.67df65cf111af9caf43e00a5","experience","7","low",19,1.63157894736842
"experience.68dc82cf2d34a90250ee5972","experience","3","high",11,-0.181818181818182
"experience.68dc82cf2d34a90250ee5972","experience","3","low",23,-1.69565217391304
"experience.68dc82cf2d34a90250ee5972","experience","5","high",20,0.0999999999999999
"experience.68dc82cf2d34a90250ee5972","experience","5","low",19,-1.05263157894737
"experience.68dc82cf2d34a90250ee5972","experience","7","high",14,-2.78571428571429
"experience.68dc82cf2d34a90250ee5972","experience","7","low",12,0.333333333333333
"experience.697ed59824964096e537d7d3","experience","3","high",10,2.7
"experience.697ed59824964096e537d7d3","experience","3","low",20,-2.1
"experience.697ed59824964096e537d7d3","experience","5","high",19,5.63157894736842
"experience.697ed59824964096e537d7d3","experience","5","low",18,-0.833333333333334
"experience.697ed59824964096e537d7d3","experience","7","high",15,4.53333333333333
"experience.697ed59824964096e537d7d3","experience","7","low",18,-1.83333333333333
"experience.698ce63b43f959c040a1a38c","experience","3","high",15,-2.8
"experience.698ce63b43f959c040a1a38c","experience","3","low",24,2.58333333333333
"experience.698ce63b43f959c040a1a38c","experience","5","high",11,-1.90909090909091
"experience.698ce63b43f959c040a1a38c","experience","5","low",19,1.31578947368421
"experience.698ce63b43f959c040a1a38c","experience","7","high",16,-0.8125
"experience.698ce63b43f959c040a1a38c","experience","7","low",17,8.52941176470588
"experience.698e495c1fc8060e7080c7b9","experience","3","high",10,2.1
"experience.698e495c1fc8060e7080c7b9","experience","3","low",23,-3.95652173913044
"experience.698e495c1fc8060e7080c7b9","experience","5","high",17,-2.23529411764706
"experience.698e495c1fc8060e7080c7b9","experience","5","low",21,-4.52380952380952
"experience.698e495c1fc8060e7080c7b9","experience","7","high",18,-3.16666666666667
"experience.698e495c1fc8060e7080c7b9","experience","7","low",12,3.33333333333333
"experience.699085db00ce46f1d7f46540","experience","3","high",18,-3
"experience.699085db00ce46f1d7f46540","experience","3","low",21,-0.904761904761904
"experience.699085db00ce46f1d7f46540","experience","5","high",12,-0.5
"experience.699085db00ce46f1d7f46540","experience","5","low",22,-1.63636363636364
"experience.699085db00ce46f1d7f46540","experience","7","high",15,-1.6
"experience.699085db00ce46f1d7f46540","experience","7","low",16,-1.6875
"experience.6995ebe917abe5d36a3b17e0","experience","3","high",11,-5.36363636363636
"experience.6995ebe917abe5d36a3b17e0","experience","3","low",25,-1.4
"experience.6995ebe917abe5d36a3b17e0","experience","5","high",11,-3.36363636363636
"experience.6995ebe917abe5d36a3b17e0","experience","5","low",24,-0.0833333333333334
"experience.6995ebe917abe5d36a3b17e0","experience","7","high",24,-4.29166666666667
"experience.6995ebe917abe5d36a3b17e0","experience","7","low",11,1.63636363636364
"experience.6997463b53dc974a895c3f7d","experience","3","high",16,0.125
"experience.6997463b53dc974a895c3f7d","experience","3","low",27,-0.0740740740740742
"experience.6997463b53dc974a895c3f7d","experience","5","high",5,3.8
"experience.6997463b53dc974a895c3f7d","experience","5","low",23,3.39130434782609
"experience.6997463b53dc974a895c3f7d","experience","7","high",24,2.66666666666667
"experience.6997463b53dc974a895c3f7d","experience","7","low",10,0.5
"experience.69ab40ce103bf88603a63252","experience","3","high",15,-6.53333333333333
"experience.69ab40ce103bf88603a63252","experience","3","low",27,-7.22222222222222
"experience.69ab40ce103bf88603a63252","experience","5","high",16,-7.75
"experience.69ab40ce103bf88603a63252","experience","5","low",8,0.75
"experience.69ab40ce103bf88603a63252","experience","7","high",15,-9.26666666666667
"experience.69ab40ce103bf88603a63252","experience","7","low",18,0.388888888888888
"experience.69adbd35d535ed1bd0cdce42","experience","3","high",11,5.09090909090909
"experience.69adbd35d535ed1bd0cdce42","experience","3","low",18,1.66666666666667
"experience.69adbd35d535ed1bd0cdce42","experience","5","high",16,2.625
"experience.69adbd35d535ed1bd0cdce42","experience","5","low",17,3.35294117647059
"experience.69adbd35d535ed1bd0cdce42","experience","7","high",17,-3.05882352941176
"experience.69adbd35d535ed1bd0cdce42","experience","7","low",24,2.625
"experience.69b9a9800190f414ab589c05","experience","3","high",17,-3.47058823529412
"experience.69b9a9800190f414ab589c05","experience","3","low",19,-3.21052631578947
"experience.69b9a9800190f414ab589c05","experience","5","high",18,0.444444444444445
"experience.69b9a9800190f414ab589c05","experience","5","low",16,0
"experience.69b9a9800190f414ab589c05","experience","7","high",11,-2
"experience.69b9a9800190f414ab589c05","experience","7","low",24,-0.875
"experience.69b9bede6c5d94595aa6f31f","experience","3","high",15,-2.2
"experience.69b9bede6c5d94595aa6f31f","experience","3","low",22,-3.77272727272727
"experience.69b9bede6c5d94595aa6f31f","experience","5","high",19,-2.52631578947368
"experience.69b9bede6c5d94595aa6f31f","experience","5","low",14,-2.35714285714286
"experience.69b9bede6c5d94595aa6f31f","experience","7","high",11,-1.63636363636364
"experience.69b9bede6c5d94595aa6f31f","experience","7","low",24,0.916666666666667
"experience.69bf4d1a17c6fd5e56da4309","experience","3","high",16,2.75
"experience.69bf4d1a17c6fd5e56da4309","experience","3","low",20,-2.25
"experience.69bf4d1a17c6fd5e56da4309","experience","5","high",15,2.2
"experience.69bf4d1a17c6fd5e56da4309","experience","5","low",20,-1.35
"experience.69bf4d1a17c6fd5e56da4309","experience","7","high",15,5.73333333333333
"experience.69bf4d1a17c6fd5e56da4309","experience","7","low",17,0.0588235294117649
