"experiment","condition","term","b","SE","df","t","p"
"exp4","experience","(Intercept)",24.2631111483243,0.287568295149239,49.0117959389264,84.3733873225926,9.96616804677423e-55
"exp4","experience","meanVal_c",0.974231778802916,0.0312027060422322,48.8345073901759,31.2226695173269,6.30331207052792e-34
"exp4","experience","variance_level1",-0.566178337030439,0.1226958103715,49.6789584010984,-4.61448793822835,2.8002073245191e-05
"exp4","experience","variance_level2",-0.010186970499803,0.0731223768026994,711.475376692822,-0.13931399586873,0.889241455580789
"exp4","experience","meanVal_c:variance_level1",0.122549783018405,0.0115411723796765,10343.2032350757,10.6184864922571,3.3350266932825e-26
"exp4","experience","meanVal_c:variance_level2",-0.00903193345379352,0.0116778816992756,10366.2075941742,-0.773422242696104,0.439290166561954
"exp4","average","(Intercept)",23.7826271011344,0.328348654958342,49.9837962709493,72.4310172799451,2.75605525094656e-52
"exp4","average","meanVal_c",0.922342257294283,0.0303004326262552,49.9750478609755,30.4399039007475,6.36473487499764e-34
"exp4","average","variance_level1",-0.411986008033285,0.117702434173168,50.2417406315917,-3.50023354170533,0.00098428626560443
"exp4","average","variance_level2",0.109572382515,0.071626624231747,230.367415177558,1.52977169719014,0.127445220955088
"exp4","average","meanVal_c:variance_level1",0.153723895266669,0.011048687906229,10465.2940130649,13.9133168183711,1.28487707159004e-43
"exp4","average","meanVal_c:variance_level2",-0.00916829777523954,0.0110059604986234,10497.9322540709,-0.833030227246983,0.404846633216375
