"window","experiment","array_length","high","low"
16.7984378283562,"short_exposure","2",33.7583499488043,16.959912120448
16.1583788250693,"short_exposure","10",33.0961747303713,16.9377959053019
14.5119341407971,"short_exposure","20",31.2970085915214,16.7850744507243
