"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"short_exposure","compression_band","array_length",1.81878565931389,65.4762837353002,2.40354516087263,1.39333443276819,0.00749044034884752,0.255023138329073
"short_exposure","compression_band","band",1,36,4.9320577628761,12.6009166188473,0.0714984151417516,0.00109525583348616
"short_exposure","compression_band","array_length:band",1.95619387108763,70.4229793591548,2.6317954670837,1.66069710624439,0.0104824173452026,0.197891207194541
