"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"short_exposure","matched_tail_ratio","array_length",1.79633478201607,57.4827130245144,0.019095772204498,0.0380166693592143,0.00052216709041846,0.950795849481259
