"experiment","tail","contrast","estimate","SE","df","t.ratio","p.value"
"short_exposure","low","array_length2 - array_length10",0.0221162151460813,0.497741212998479,305.133386549974,0.0444331603823791,0.998912108833488
"short_exposure","low","array_length2 - array_length20",0.174837669723748,0.458376635631626,313.777231500718,0.381427970216737,0.922963025573864
"short_exposure","low","array_length10 - array_length20",0.152721454577667,0.526808153676558,298.048994759553,0.289899564977942,0.954737183364107
"short_exposure","high","array_length2 - array_length10",0.662175218432981,0.667932097620556,210.344216772064,0.991381041264398,0.583118792229422
"short_exposure","high","array_length2 - array_length20",2.46134135728285,0.67855882412818,213.134023439684,3.62730727206328,0.00104075937341674
"short_exposure","high","array_length10 - array_length20",1.79916613884987,0.59743219737567,213.26919734377,3.0114984541393,0.00816355775209388
