"experiment","model","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.713428588847304,0.0240447815456706,35.0709429346876,0.664618616692163,0.762238561002445,29.6708284702949,1.96013049871733e-26
