"experiment","condition","array_length","n","se","inward","inward_low","inward_high"
"short_exposure","experience","2",37,0.362083111218249,0.783350808350808,-1.11617721617722,2.68287883287883
"short_exposure","experience","10",37,0.324013118187067,1.4203403953404,1.99635837135837,0.844322419322421
"short_exposure","experience","20",37,0.332137674431099,1.17095775625187,1.82137419196243,0.520541320541321
