"experiment","model","array_length","slope","SE","df","ci_low","ci_high","t.ratio","p.value","condition"
"short_exposure","experience","2",0.726972551900073,0.0274330107880963,59.3633439891584,0.672086253151194,0.781858850648953,26.4999185658295,1.37006404746225e-34,"experience"
"short_exposure","experience","10",0.730921027627302,0.0278530335877317,62.8776629549208,0.675259061939021,0.786582993315583,26.2420617605275,1.39856047073998e-35,"experience"
"short_exposure","experience","20",0.682392187014536,0.0276333092657151,61.0220097919972,0.627136373145983,0.737648000883089,24.6945517980789,1.82551596308285e-33,"experience"
