"experiment","condition","array_length","band","n","dist","se","inward"
"short_exposure","experience","2","extreme",37,8.49982030620834,0.391913064455494,0.946344204703338
"short_exposure","experience","2","middle",37,2.77280973253768,0.277029630659724,0.418769454682767
"short_exposure","experience","10","extreme",37,8.17442620503864,0.33077003336697,1.56559353549278
"short_exposure","experience","10","middle",37,2.58359903947801,0.243483855267223,0.383147724680232
"short_exposure","experience","20","extreme",37,8.09202999110465,0.359726742754277,1.31662580102983
"short_exposure","experience","20","middle",37,2.49001840423922,0.278348765037623,-0.147960197186203
