"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"short_exposure","X2 - X10",0.00392403898765692,0.0334834176169861,32,0.117193502543368,0.99245847968124
"short_exposure","X2 - X20",0.00887049465391088,0.0265308165493532,32,0.334346839171338,0.940354711206736
"short_exposure","X10 - X20",0.00494645566625396,0.0359635440378894,32,0.137540829153062,0.989628248488915
