"comparison_set","contrast","estimate","SE","df","t.ratio","p.value"
"noise_overall","X2 - X10",0.130087143152659,0.0465803867340763,36,2.7927450215327,0.0221183212897874
"noise_overall","X2 - X20",0.133007923585556,0.0528933522128735,36,2.51464348582512,0.0426483190397956
"noise_overall","X10 - X20",0.00292078043289656,0.0485767359468329,36,0.0601271447322716,0.998008906517316
