"participant_id","condition","array_length","n_trials","mean_abs_resp","mean_abs_obj","ratio"
"experience.55ecd6ff748092000daa9f5f","experience","2",4,12.5159574468085,8.59042553191489,0.686357841053974
"experience.55ecd6ff748092000daa9f5f","experience","10",8,11.3909574468085,9.3654255319149,0.822180714452487
"experience.55ecd6ff748092000daa9f5f","experience","20",10,12.5,7.1,0.568
"experience.56b53292a9d33a000c8981a6","experience","2",5,11.4831460674157,7.76966292134832,0.676614481409002
"experience.56b53292a9d33a000c8981a6","experience","10",2,11.5842696629213,11.3516853932584,0.97992240543162
"experience.56b53292a9d33a000c8981a6","experience","20",3,11.1947565543071,10.5505617977528,0.942455670792907
"experience.59205f5005b0ce000123c6e6","experience","2",8,13.9815789473684,8.17868421052632,0.584961415396198
"experience.59205f5005b0ce000123c6e6","experience","10",12,12.559649122807,7.20473684210526,0.573641570051683
"experience.59205f5005b0ce000123c6e6","experience","20",11,12.1234449760766,7.31167464114833,0.603102060146815
"experience.5b6db9e0580154000153cc64","experience","2",5,9.95632183908046,7.62206896551724,0.765550681135996
"experience.5b6db9e0580154000153cc64","experience","10",5,11.9287356321839,9.35264367816092,0.784043168240509
"experience.5b6db9e0580154000153cc64","experience","20",6,13,8.5,0.653846153846154
"experience.5d6b2515783298001a763157","experience","2",5,14.7108695652174,9.40239130434783,0.639145854883996
"experience.5d6b2515783298001a763157","experience","10",5,11.4673913043478,9.47282608695652,0.826066350710901
"experience.5d6b2515783298001a763157","experience","20",6,12.5,9.83333333333333,0.786666666666667
"experience.5e03e20e4cac68ec33187d80","experience","2",6,11.6666666666667,9.16666666666667,0.785714285714286
"experience.5e03e20e4cac68ec33187d80","experience","10",3,12.1792114695341,10.110752688172,0.830164802825191
"experience.5e076480c4e1550e2114f006","experience","2",4,14.5295698924731,9.79086021505376,0.673857539315448
"experience.5e076480c4e1550e2114f006","experience","10",5,12.8559139784946,8.04817204301075,0.626028772164604
"experience.5e076480c4e1550e2114f006","experience","20",7,11.2457757296467,9.92273425499232,0.882352137686108
"experience.5e3adfc595ff562fbdd130fa","experience","2",6,10.9070175438596,8.84421052631579,0.810873411613318
"experience.5e3adfc595ff562fbdd130fa","experience","10",1,11.7789473684211,2.26736842105263,0.192493297587132
"experience.5e3adfc595ff562fbdd130fa","experience","20",1,9.77894736842105,6.96736842105263,0.71248654467169
"experience.5e437d7404eaba215eafbd2a","experience","2",5,12.3516483516484,8.41626373626374,0.681387900355872
"experience.5e437d7404eaba215eafbd2a","experience","10",8,11.0631868131868,9.76510989010989,0.882666997765086
"experience.5e437d7404eaba215eafbd2a","experience","20",4,11.3736263736264,7.75,0.681400966183575
