"experiment","condition","1","slope","SE","df","ci_low","ci_high","t.ratio","p.value"
"short_exposure","experience","overall",0.870066159830822,0.0329988963091628,35.9873608556648,0.803140480036878,0.936991839624767,26.3665230400215,3.96037395612395e-25
