"comparison_set","contrast","estimate","SE","df","t.ratio","p.value"
"noise_overall","X2 - X10",0.0258832028437146,0.0150294861987381,36,1.72216152311899,0.210905808244501
"noise_overall","X2 - X20",0.0235328268837724,0.0133209364512849,36,1.76660454539609,0.195205670993029
"noise_overall","X10 - X20",-0.0023503759599422,0.0114024615930378,36,-0.206128820585312,0.976863822209572
