"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"short_exposure","low","array_length",17.0939515513463,8.54697577567316,2,194.503710529478,0.856894613811998,0.426074290686656
"short_exposure","high","array_length",79.4238378157095,39.7119189078548,2,129.384328295879,2.494027885771,0.0865395582168515
