participant_id,array_length,intercept,slope
55ec49b67480920010aaa4e8,2,11.758363148479436,0.6617173524150265
55ec49b67480920010aaa4e8,6,10.33654618473895,0.6337884872824632
55ec49b67480920010aaa4e8,8,8.791488688498646,0.680746717291568
55ec49b67480920010aaa4e8,12,4.005291866807782,0.7985834079622243
581e0aee4182b600017307ea,2,6.552767129851465,0.84792764734068
581e0aee4182b600017307ea,6,-1.1703080229226361,1.0533667621776504
581e0aee4182b600017307ea,8,5.514100523083925,0.7351603365931314
581e0aee4182b600017307ea,12,11.745528455284536,0.5075880758807596
5a8b61fcf1408d000176b02f,2,11.216543649783661,0.7240519216085519
5a8b61fcf1408d000176b02f,6,11.553335063586822,0.6232805606021282
5a8b61fcf1408d000176b02f,8,8.522002551020412,0.7171556122448978
5a8b61fcf1408d000176b02f,12,15.874149167270094,0.42056480811006525
5dd42e7f35cf744223c60d1b,2,8.630522713130066,0.7677349097697564
5dd42e7f35cf744223c60d1b,6,-0.6373333333333343,1.028
5dd42e7f35cf744223c60d1b,8,4.183912578155801,0.8329296456936858
5dd42e7f35cf744223c60d1b,12,0.6998223801065646,0.9422735346358793
5e2f4ab6fb987e078bf5f68e,2,3.007352941176472,0.895245769540693
5e2f4ab6fb987e078bf5f68e,6,5.149237893112111,0.7294038201813617
5e2f4ab6fb987e078bf5f68e,8,2.2708315528587333,0.8505255961028966
5e2f4ab6fb987e078bf5f68e,12,5.218943458522478,0.7511349566652912
615921b85071b9caef6148d8,2,12.256821829855538,0.5874799357945425
615921b85071b9caef6148d8,6,6.810089020771512,0.7409742828882295
615921b85071b9caef6148d8,8,4.196028420477318,0.8402259063581707
615921b85071b9caef6148d8,12,2.8975718671504356,0.8409154339938598
62cd43d66c2dd7ae9ab53ae7,2,20.08655641504401,0.19325153374233137
62cd43d66c2dd7ae9ab53ae7,6,16.20427644138984,0.3194603538246151
62cd43d66c2dd7ae9ab53ae7,8,14.85114118030649,0.37546462341049874
62cd43d66c2dd7ae9ab53ae7,12,21.341385417691622,0.09288595887041248
6422f34be2b8257efb345837,2,14.615696702212238,0.573535458757093
6422f34be2b8257efb345837,6,9.233385457388591,0.676896012509773
6422f34be2b8257efb345837,8,8.038461538461544,0.8076923076923076
6422f34be2b8257efb345837,12,5.827364602228548,0.7443379113760041
661415341b1fdb1844c6f6a6,2,8.610471645143168,0.68725435148792835
661415341b1fdb1844c6f6a6,6,7.184002881183914,0.6530792652981043
661415341b1fdb1844c6f6a6,8,7.838352796558083,0.5608481868469575
661415341b1fdb1844c6f6a6,12,6.185007842813512,0.6002022620325271
66ba25f31c96638d878c9235,2,10.882703777335989,0.6309467140817068
66ba25f31c96638d878c9235,6,11.488813720254006,0.6407928312859766
66ba25f31c96638d878c9235,8,10.00156985871269,0.5590192120804373
66ba25f31c96638d878c9235,12,8.095406632299774,0.6897745633607754
66df49caa6df07d77078a5fd,2,9.871887784921093,0.686908240794857
66df49caa6df07d77078a5fd,6,11.421927546138088,0.4519207108680789
66df49caa6df07d77078a5fd,8,10.141740793083382,0.5334608030592732
66df49caa6df07d77078a5fd,12,4.318770001391392,0.7293724780854323
6705565ffd67124adcd513ec,2,7.068389472248738,0.9205645711168688
6705565ffd67124adcd513ec,6,-0.46735827307974587,1.0804778371581267
6705565ffd67124adcd513ec,8,0.2552818525694168,1.0761140326598397
6705565ffd67124adcd513ec,12,2.9882336263113296,0.9132407144882333
675c611268e0e1825a5fe25d,2,14.349280025317794,0.6189144997099005
675c611268e0e1825a5fe25d,6,9.631623071763922,0.7385982562038899
675c611268e0e1825a5fe25d,8,9.614632071458956,0.8164610803913229
675c611268e0e1825a5fe25d,12,6.988054607508551,0.8710256870846051
678d702b1b04e7a307fdfde5,2,9.158308383233535,0.70212254063302
678d702b1b04e7a307fdfde5,6,6.76603251799933,0.8154293615601012
678d702b1b04e7a307fdfde5,8,12.203809523809522,0.5697959183673469
678d702b1b04e7a307fdfde5,12,4.363351793883946,0.8174813387912353
67c758c1c0984b56a597d24d,2,12.99891041162227,0.40302663438256686
67c758c1c0984b56a597d24d,6,10.013047062618739,0.5647155812036274
67c758c1c0984b56a597d24d,8,13.369920072047732,0.487110210514466
67c758c1c0984b56a597d24d,12,13.65528522543527,0.4524874967096606
67db3c988acf7102a0ce9138,2,6.822876720940457,0.6801093858049917
67db3c988acf7102a0ce9138,6,18.60316438230155,0.24652745837549403
67db3c988acf7102a0ce9138,8,20.25431034482756,0.172413793103449
67db3c988acf7102a0ce9138,12,8.839219064025292,0.5852234663604164
67ddc16bf07d3aedfbdf9f3b,2,8.76033005992532,0.7786214036959185
67ddc16bf07d3aedfbdf9f3b,6,3.994641661085072,0.966063853538736
67ddc16bf07d3aedfbdf9f3b,8,3.4101397825604667,0.9741513201686264
67ddc16bf07d3aedfbdf9f3b,12,4.974711713534276,0.8853429091644751
