"experiment","level","n_trials","r","sd_true","sd_report","z_forward","z_reverse","raw_forward","raw_reverse"
"exp2_batch2","2 squares",3196,0.775502696397011,6.55923398513594,7.52262381817291,0.775502696397009,0.77550269639701,0.889404931763931,0.676187426717192
"exp2_batch2","10 squares",3214,0.71514235883545,6.59460032677625,6.90971309082514,0.71514235883545,0.715142358835458,0.749314328964722,0.682528778152875
"exp2_batch2","20 squares",3199,0.739000181390431,6.57090204404046,7.32900008752971,0.739000181390429,0.739000181390433,0.824260102767344,0.662559386608134
