participant_id,trial,color,faceIdentity,fixationTime,exp_type,indexSelected,meanVal,array_values,array_length
6473cc92c66e876139e2d178,48,red,red,600,exp,33,25,"[16,20,17,23,25,24,27,27,28,31,32,34]",12
6473cc92c66e876139e2d178,49,red,red,400,exp,32,33,"[24,28,25,31,33,32,35,35,36,39,40,42]",12
6473cc92c66e876139e2d178,50,red,red,600,exp,12,12,"[6,8,10,14,16,18]",6
6473cc92c66e876139e2d178,51,red,red,400,exp,9,11,"[5,7,9,13,15,17]",6
6473cc92c66e876139e2d178,52,red,red,500,exp,4,9,"[3,5,7,11,13,15]",6
6473cc92c66e876139e2d178,53,red,red,400,exp,30,20,"[11,15,12,18,20,19,22,22,23,26,27,29]",12
6473cc92c66e876139e2d178,54,red,red,400,exp,20,14,"[5,9,6,12,14,13,16,16,17,20,21,23]",12
6473cc92c66e876139e2d178,55,red,red,500,exp,20,13,"[4,8,5,11,13,12,15,15,16,19,20,22]",12
6473cc92c66e876139e2d178,56,red,red,400,exp,29,39,"[31,33,35,37,41,43,45,47]",8
6473cc92c66e876139e2d178,57,red,red,500,exp,30,32,"[26,28,30,34,36,38]",6
6473cc92c66e876139e2d178,58,red,red,600,exp,23,25,"[21,29]",2
6473cc92c66e876139e2d178,59,red,red,500,exp,15,15,"[7,9,11,13,17,19,21,23]",8
6473cc92c66e876139e2d178,60,red,red,600,exp,18,24,"[16,18,20,22,26,28,30,32]",8
6473cc92c66e876139e2d178,61,red,red,400,exp,37,37,"[28,32,29,35,37,36,39,39,40,43,44,46]",12
6473cc92c66e876139e2d178,62,red,red,500,exp,22,27,"[23,31]",2
6473cc92c66e876139e2d178,63,red,red,500,exp,28,28,"[20,22,24,26,30,32,34,36]",8
6473cc92c66e876139e2d178,64,red,red,400,exp,26,25,"[17,19,21,23,27,29,31,33]",8
6473cc92c66e876139e2d178,65,red,red,600,exp,28,24,"[18,20,22,26,28,30]",6
6473cc92c66e876139e2d178,66,red,red,500,exp,16,11,"[7,15]",2
6473cc92c66e876139e2d178,67,red,red,500,exp,28,29,"[23,25,27,31,33,35]",6
6473cc92c66e876139e2d178,68,red,red,600,exp,21,21,"[12,16,13,19,21,20,23,23,24,27,28,30]",12
6473cc92c66e876139e2d178,69,blue,blue,400,exp,29,35,"[27,29,31,33,37,39,41,43]",8
6473cc92c66e876139e2d178,70,blue,blue,600,exp,31,39,"[35,43]",2
6473cc92c66e876139e2d178,71,blue,blue,400,exp,42,40,"[31,35,32,38,40,39,42,42,43,46,47,49]",12
6473cc92c66e876139e2d178,72,blue,blue,400,exp,42,36,"[32,40]",2
6473cc92c66e876139e2d178,73,blue,blue,600,exp,24,29,"[23,25,27,31,33,35]",6
6473cc92c66e876139e2d178,74,blue,blue,600,exp,23,13,"[7,9,11,15,17,19]",6
6473cc92c66e876139e2d178,75,blue,blue,500,exp,20,24,"[16,18,20,22,26,28,30,32]",8
6473cc92c66e876139e2d178,76,blue,blue,500,exp,14,24,"[18,20,22,26,28,30]",6
6473cc92c66e876139e2d178,77,blue,blue,400,exp,7,10,"[6,14]",2
6473cc92c66e876139e2d178,78,blue,blue,500,exp,17,22,"[14,16,18,20,24,26,28,30]",8
6473cc92c66e876139e2d178,79,blue,blue,400,exp,13,14,"[6,8,10,12,16,18,20,22]",8
6473cc92c66e876139e2d178,80,blue,blue,500,exp,17,14,"[5,9,6,12,14,13,16,16,17,20,21,23]",12
6473cc92c66e876139e2d178,81,blue,blue,600,exp,8,11,"[2,6,3,9,11,10,13,13,14,17,18,20]",12
6473cc92c66e876139e2d178,82,blue,blue,600,exp,19,31,"[27,35]",2
6473cc92c66e876139e2d178,83,blue,blue,400,exp,17,19,"[13,15,17,21,23,25]",6
6473cc92c66e876139e2d178,84,blue,blue,600,exp,34,41,"[37,45]",2
6473cc92c66e876139e2d178,85,blue,blue,600,exp,22,16,"[8,10,12,14,18,20,22,24]",8
6473cc92c66e876139e2d178,86,blue,blue,500,exp,18,30,"[26,34]",2
6473cc92c66e876139e2d178,87,blue,blue,600,exp,30,39,"[30,34,31,37,39,38,41,41,42,45,46,48]",12
6473cc92c66e876139e2d178,88,blue,blue,400,exp,13,12,"[3,7,4,10,12,11,14,14,15,18,19,21]",12
6473cc92c66e876139e2d178,89,blue,blue,500,exp,14,16,"[8,10,12,14,18,20,22,24]",8
6473cc92c66e876139e2d178,90,blue,blue,600,exp,10,11,"[7,15]",2
6473cc92c66e876139e2d178,91,blue,blue,400,exp,22,26,"[20,22,24,28,30,32]",6
6473cc92c66e876139e2d178,92,blue,blue,600,exp,12,15,"[7,9,11,13,17,19,21,23]",8
6473cc92c66e876139e2d178,93,blue,blue,600,exp,29,35,"[31,39]",2
6473cc92c66e876139e2d178,94,blue,blue,400,exp,22,41,"[37,45]",2
6473cc92c66e876139e2d178,95,blue,blue,400,exp,33,36,"[30,32,34,38,40,42]",6
6473cc92c66e876139e2d178,96,blue,blue,600,exp,11,10,"[4,6,8,12,14,16]",6
6473cc92c66e876139e2d178,97,blue,blue,600,exp,16,13,"[7,9,11,15,17,19]",6
6473cc92c66e876139e2d178,98,blue,blue,500,exp,9,17,"[11,13,15,19,21,23]",6
6473cc92c66e876139e2d178,99,blue,blue,400,exp,21,18,"[10,12,14,16,20,22,24,26]",8
6473cc92c66e876139e2d178,100,blue,blue,600,exp,18,20,"[11,15,12,18,20,19,22,22,23,26,27,29]",12
6473cc92c66e876139e2d178,101,blue,blue,600,exp,17,22,"[18,26]",2
6473cc92c66e876139e2d178,102,blue,blue,600,exp,18,16,"[8,10,12,14,18,20,22,24]",8
6473cc92c66e876139e2d178,103,blue,blue,600,exp,26,22,"[16,18,20,24,26,28]",6
6473cc92c66e876139e2d178,104,blue,blue,600,exp,22,32,"[26,28,30,34,36,38]",6
6473cc92c66e876139e2d178,105,blue,blue,400,exp,24,35,"[31,39]",2
6473cc92c66e876139e2d178,106,blue,blue,500,exp,19,17,"[8,12,9,15,17,16,19,19,20,23,24,26]",12
6473cc92c66e876139e2d178,107,blue,blue,400,exp,24,12,"[3,7,4,10,12,11,14,14,15,18,19,21]",12
6473cc92c66e876139e2d178,108,blue,blue,600,exp,14,15,"[6,10,7,13,15,14,17,17,18,21,22,24]",12
6473cc92c66e876139e2d178,109,blue,blue,600,exp,24,30,"[26,34]",2
6473cc92c66e876139e2d178,110,blue,blue,600,exp,19,18,"[9,13,10,16,18,17,20,20,21,24,25,27]",12
6473cc92c66e876139e2d178,111,blue,blue,400,exp,28,9,"[0,4,1,7,9,8,11,11,12,15,16,18]",12
6473cc92c66e876139e2d178,112,blue,blue,400,exp,32,27,"[19,21,23,25,29,31,33,35]",8
6473cc92c66e876139e2d178,113,blue,blue,400,exp,29,41,"[35,37,39,43,45,47]",6
6473cc92c66e876139e2d178,114,blue,blue,600,exp,33,30,"[22,24,26,28,32,34,36,38]",8
6473cc92c66e876139e2d178,115,blue,blue,400,exp,26,30,"[22,24,26,28,32,34,36,38]",8
6473cc92c66e876139e2d178,116,blue,blue,500,exp,25,24,"[15,19,16,22,24,23,26,26,27,30,31,33]",12
5f3c23cbcee6b3a3c4faff76,21,blue,blue,600,exp,16,16,"[7,11,8,14,16,15,18,18,19,22,23,25]",12
5f3c23cbcee6b3a3c4faff76,22,blue,blue,400,exp,21,28,"[24,32]",2
5f3c23cbcee6b3a3c4faff76,23,blue,blue,400,exp,17,22,"[14,16,18,20,24,26,28,30]",8
5f3c23cbcee6b3a3c4faff76,24,blue,blue,400,exp,12,11,"[7,15]",2
5f3c23cbcee6b3a3c4faff76,25,blue,blue,400,exp,30,40,"[31,35,32,38,40,39,42,42,43,46,47,49]",12
5f3c23cbcee6b3a3c4faff76,26,blue,blue,500,exp,33,35,"[27,29,31,33,37,39,41,43]",8
5f3c23cbcee6b3a3c4faff76,27,blue,blue,500,exp,21,16,"[7,11,8,14,16,15,18,18,19,22,23,25]",12
5f3c23cbcee6b3a3c4faff76,28,blue,blue,400,exp,25,28,"[19,23,20,26,28,27,30,30,31,34,35,37]",12
5f3c23cbcee6b3a3c4faff76,29,blue,blue,500,exp,36,41,"[37,45]",2
5f3c23cbcee6b3a3c4faff76,30,blue,blue,400,exp,14,11,"[7,15]",2
5f3c23cbcee6b3a3c4faff76,31,blue,blue,400,exp,18,15,"[6,10,7,13,15,14,17,17,18,21,22,24]",12
5f3c23cbcee6b3a3c4faff76,32,blue,blue,500,exp,29,29,"[20,24,21,27,29,28,31,31,32,35,36,38]",12
5f3c23cbcee6b3a3c4faff76,33,blue,blue,400,exp,36,39,"[30,34,31,37,39,38,41,41,42,45,46,48]",12
5f3c23cbcee6b3a3c4faff76,34,blue,blue,400,exp,37,37,"[33,41]",2
5f3c23cbcee6b3a3c4faff76,35,blue,blue,400,exp,24,24,"[20,28]",2
5f3c23cbcee6b3a3c4faff76,36,blue,blue,400,exp,19,16,"[12,20]",2
5f3c23cbcee6b3a3c4faff76,37,blue,blue,600,exp,17,20,"[16,24]",2
5f3c23cbcee6b3a3c4faff76,38,blue,blue,500,exp,25,31,"[27,35]",2
5f3c23cbcee6b3a3c4faff76,39,blue,blue,400,exp,11,11,"[3,5,7,9,13,15,17,19]",8
5f3c23cbcee6b3a3c4faff76,40,blue,blue,400,exp,17,12,"[4,6,8,10,14,16,18,20]",8
5f3c23cbcee6b3a3c4faff76,41,blue,blue,600,exp,15,15,"[11,19]",2
5f3c23cbcee6b3a3c4faff76,42,blue,blue,600,exp,27,34,"[30,38]",2
5f3c23cbcee6b3a3c4faff76,43,blue,blue,400,exp,25,30,"[26,34]",2
5f3c23cbcee6b3a3c4faff76,44,blue,blue,500,exp,23,27,"[21,23,25,29,31,33]",6
5f3c23cbcee6b3a3c4faff76,45,blue,blue,400,exp,19,12,"[3,7,4,10,12,11,14,14,15,18,19,21]",12
5f3c23cbcee6b3a3c4faff76,46,blue,blue,500,exp,25,30,"[21,25,22,28,30,29,32,32,33,36,37,39]",12
5f3c23cbcee6b3a3c4faff76,47,blue,blue,400,exp,26,31,"[25,27,29,33,35,37]",6
5f3c23cbcee6b3a3c4faff76,48,blue,blue,400,exp,24,28,"[22,24,26,30,32,34]",6
5f3c23cbcee6b3a3c4faff76,49,blue,blue,600,exp,35,40,"[31,35,32,38,40,39,42,42,43,46,47,49]",12
5f3c23cbcee6b3a3c4faff76,50,blue,blue,600,exp,19,19,"[10,14,11,17,19,18,21,21,22,25,26,28]",12
5f3c23cbcee6b3a3c4faff76,51,blue,blue,500,exp,23,25,"[16,20,17,23,25,24,27,27,28,31,32,34]",12
5f3c23cbcee6b3a3c4faff76,52,blue,blue,500,exp,22,25,"[19,21,23,27,29,31]",6
5f3c23cbcee6b3a3c4faff76,53,blue,blue,600,exp,29,37,"[31,33,35,39,41,43]",6
5f3c23cbcee6b3a3c4faff76,54,blue,blue,400,exp,22,19,"[13,15,17,21,23,25]",6
5f3c23cbcee6b3a3c4faff76,55,blue,blue,600,exp,18,22,"[16,18,20,24,26,28]",6
5f3c23cbcee6b3a3c4faff76,56,blue,blue,400,exp,24,29,"[23,25,27,31,33,35]",6
5f3c23cbcee6b3a3c4faff76,57,blue,blue,600,exp,22,21,"[15,17,19,23,25,27]",6
5f3c23cbcee6b3a3c4faff76,58,blue,blue,500,exp,20,26,"[20,22,24,28,30,32]",6
5f3c23cbcee6b3a3c4faff76,59,blue,blue,600,exp,20,21,"[15,17,19,23,25,27]",6
5f3c23cbcee6b3a3c4faff76,60,blue,blue,600,exp,24,30,"[24,26,28,32,34,36]",6
5f3c23cbcee6b3a3c4faff76,61,blue,blue,500,exp,36,41,"[33,35,37,39,43,45,47,49]",8
5f3c23cbcee6b3a3c4faff76,62,blue,blue,400,exp,37,40,"[32,34,36,38,42,44,46,48]",8
5f3c23cbcee6b3a3c4faff76,63,blue,blue,400,exp,36,40,"[32,34,36,38,42,44,46,48]",8
5f3c23cbcee6b3a3c4faff76,64,blue,blue,500,exp,16,13,"[5,7,9,11,15,17,19,21]",8
5f3c23cbcee6b3a3c4faff76,65,blue,blue,600,exp,23,19,"[11,13,15,17,21,23,25,27]",8
5f3c23cbcee6b3a3c4faff76,66,blue,blue,400,exp,24,28,"[20,22,24,26,30,32,34,36]",8
5f3c23cbcee6b3a3c4faff76,67,blue,blue,600,exp,12,11,"[3,5,7,9,13,15,17,19]",8
5f3c23cbcee6b3a3c4faff76,68,blue,blue,600,exp,33,41,"[33,35,37,39,43,45,47,49]",8
5f3c23cbcee6b3a3c4faff76,69,red,red,400,exp,21,29,"[25,33]",2
5f3c23cbcee6b3a3c4faff76,70,red,red,500,exp,32,38,"[29,33,30,36,38,37,40,40,41,44,45,47]",12
5f3c23cbcee6b3a3c4faff76,71,red,red,500,exp,18,21,"[12,16,13,19,21,20,23,23,24,27,28,30]",12
5f3c23cbcee6b3a3c4faff76,72,red,red,400,exp,23,21,"[13,15,17,19,23,25,27,29]",8
5f3c23cbcee6b3a3c4faff76,73,red,red,600,exp,17,13,"[4,8,5,11,13,12,15,15,16,19,20,22]",12
5f3c23cbcee6b3a3c4faff76,74,red,red,400,exp,28,29,"[25,33]",2
5f3c23cbcee6b3a3c4faff76,75,red,red,600,exp,7,10,"[6,14]",2
5f3c23cbcee6b3a3c4faff76,76,red,red,500,exp,29,41,"[37,45]",2
5f3c23cbcee6b3a3c4faff76,77,red,red,400,exp,24,22,"[14,16,18,20,24,26,28,30]",8
5f3c23cbcee6b3a3c4faff76,78,red,red,500,exp,21,26,"[22,30]",2
5f3c23cbcee6b3a3c4faff76,79,red,red,400,exp,15,13,"[4,8,5,11,13,12,15,15,16,19,20,22]",12
5f3c23cbcee6b3a3c4faff76,80,red,red,600,exp,27,30,"[21,25,22,28,30,29,32,32,33,36,37,39]",12
5f3c23cbcee6b3a3c4faff76,81,red,red,500,exp,29,30,"[24,26,28,32,34,36]",6
5f3c23cbcee6b3a3c4faff76,82,red,red,600,exp,31,35,"[26,30,27,33,35,34,37,37,38,41,42,44]",12
5f3c23cbcee6b3a3c4faff76,83,red,red,500,exp,21,20,"[12,14,16,18,22,24,26,28]",8
5f3c23cbcee6b3a3c4faff76,84,red,red,400,exp,23,30,"[24,26,28,32,34,36]",6
5f3c23cbcee6b3a3c4faff76,85,red,red,600,exp,6,10,"[6,14]",2
5f3c23cbcee6b3a3c4faff76,86,red,red,600,exp,10,11,"[7,15]",2
5f3c23cbcee6b3a3c4faff76,87,red,red,600,exp,31,40,"[36,44]",2
5f3c23cbcee6b3a3c4faff76,88,red,red,600,exp,32,41,"[33,35,37,39,43,45,47,49]",8
5f3c23cbcee6b3a3c4faff76,89,red,red,500,exp,19,20,"[16,24]",2
5f3c23cbcee6b3a3c4faff76,90,red,red,500,exp,13,12,"[3,7,4,10,12,11,14,14,15,18,19,21]",12
5f3c23cbcee6b3a3c4faff76,91,red,red,400,exp,15,17,"[8,12,9,15,17,16,19,19,20,23,24,26]",12
5f3c23cbcee6b3a3c4faff76,92,red,red,600,exp,20,23,"[14,18,15,21,23,22,25,25,26,29,30,32]",12
5f3c23cbcee6b3a3c4faff76,93,red,red,600,exp,25,26,"[17,21,18,24,26,25,28,28,29,32,33,35]",12
5f3c23cbcee6b3a3c4faff76,94,red,red,600,exp,37,41,"[32,36,33,39,41,40,43,43,44,47,48,50]",12
5f3c23cbcee6b3a3c4faff76,95,red,red,500,exp,34,40,"[31,35,32,38,40,39,42,42,43,46,47,49]",12
5f3c23cbcee6b3a3c4faff76,96,red,red,400,exp,22,23,"[19,27]",2
5f3c23cbcee6b3a3c4faff76,97,red,red,400,exp,27,34,"[30,38]",2
5f3c23cbcee6b3a3c4faff76,98,red,red,600,exp,25,29,"[23,25,27,31,33,35]",6
5f3c23cbcee6b3a3c4faff76,99,red,red,600,exp,10,11,"[7,15]",2
5f3c23cbcee6b3a3c4faff76,100,red,red,600,exp,19,13,"[7,9,11,15,17,19]",6
5f3c23cbcee6b3a3c4faff76,101,red,red,600,exp,25,29,"[23,25,27,31,33,35]",6
5f3c23cbcee6b3a3c4faff76,102,red,red,600,exp,22,22,"[16,18,20,24,26,28]",6
5f3c23cbcee6b3a3c4faff76,103,red,red,500,exp,21,19,"[13,15,17,21,23,25]",6
5f3c23cbcee6b3a3c4faff76,104,red,red,500,exp,17,17,"[11,13,15,19,21,23]",6
5f3c23cbcee6b3a3c4faff76,105,red,red,600,exp,23,25,"[19,21,23,27,29,31]",6
5f3c23cbcee6b3a3c4faff76,106,red,red,500,exp,22,21,"[15,17,19,23,25,27]",6
5f3c23cbcee6b3a3c4faff76,107,red,red,400,exp,17,19,"[13,15,17,21,23,25]",6
5f3c23cbcee6b3a3c4faff76,108,red,red,500,exp,30,35,"[29,31,33,37,39,41]",6
5f3c23cbcee6b3a3c4faff76,109,red,red,600,exp,13,14,"[6,8,10,12,16,18,20,22]",8
5f3c23cbcee6b3a3c4faff76,110,red,red,600,exp,24,23,"[15,17,19,21,25,27,29,31]",8
5f3c23cbcee6b3a3c4faff76,111,red,red,500,exp,11,9,"[1,3,5,7,11,13,15,17]",8
5f3c23cbcee6b3a3c4faff76,112,red,red,400,exp,30,31,"[23,25,27,29,33,35,37,39]",8
5f3c23cbcee6b3a3c4faff76,113,red,red,600,exp,26,26,"[18,20,22,24,28,30,32,34]",8
5f3c23cbcee6b3a3c4faff76,114,red,red,600,exp,22,22,"[14,16,18,20,24,26,28,30]",8
5f3c23cbcee6b3a3c4faff76,115,red,red,500,exp,13,9,"[1,3,5,7,11,13,15,17]",8
5f3c23cbcee6b3a3c4faff76,116,red,red,600,exp,35,40,"[32,34,36,38,42,44,46,48]",8
6595a5cbe675d0fc372344b9,21,red,red,400,avg,11,9,"[1,3,5,7,11,13,15,17]",8
6595a5cbe675d0fc372344b9,22,red,red,500,avg,22,30,"[22,24,26,28,32,34,36,38]",8
6595a5cbe675d0fc372344b9,23,red,red,600,avg,25,35,"[27,29,31,33,37,39,41,43]",8
6595a5cbe675d0fc372344b9,24,red,red,400,avg,27,32,"[23,27,24,30,32,31,34,34,35,38,39,41]",12
6595a5cbe675d0fc372344b9,25,red,red,400,avg,34,39,"[33,35,37,41,43,45]",6
6595a5cbe675d0fc372344b9,26,red,red,600,avg,22,29,"[20,24,21,27,29,28,31,31,32,35,36,38]",12
6595a5cbe675d0fc372344b9,27,red,red,500,avg,13,17,"[11,13,15,19,21,23]",6
6595a5cbe675d0fc372344b9,28,red,red,600,avg,9,13,"[7,9,11,15,17,19]",6
6595a5cbe675d0fc372344b9,29,red,red,400,avg,16,15,"[9,11,13,17,19,21]",6
6595a5cbe675d0fc372344b9,30,red,red,500,avg,13,21,"[15,17,19,23,25,27]",6
6595a5cbe675d0fc372344b9,31,red,red,400,avg,13,14,"[6,8,10,12,16,18,20,22]",8
6595a5cbe675d0fc372344b9,32,red,red,600,avg,16,20,"[11,15,12,18,20,19,22,22,23,26,27,29]",12
6595a5cbe675d0fc372344b9,33,red,red,400,avg,25,41,"[37,45]",2
6595a5cbe675d0fc372344b9,34,red,red,600,avg,13,14,"[6,8,10,12,16,18,20,22]",8
6595a5cbe675d0fc372344b9,35,red,red,600,avg,11,10,"[1,5,2,8,10,9,12,12,13,16,17,19]",12
6595a5cbe675d0fc372344b9,36,red,red,400,avg,20,33,"[25,27,29,31,35,37,39,41]",8
6595a5cbe675d0fc372344b9,37,red,red,500,avg,11,12,"[4,6,8,10,14,16,18,20]",8
6595a5cbe675d0fc372344b9,38,red,red,400,avg,21,22,"[18,26]",2
6595a5cbe675d0fc372344b9,39,red,red,600,avg,23,32,"[23,27,24,30,32,31,34,34,35,38,39,41]",12
6595a5cbe675d0fc372344b9,40,red,red,600,avg,18,23,"[19,27]",2
6595a5cbe675d0fc372344b9,41,red,red,600,avg,25,36,"[27,31,28,34,36,35,38,38,39,42,43,45]",12
6595a5cbe675d0fc372344b9,42,red,red,400,avg,27,40,"[36,44]",2
6595a5cbe675d0fc372344b9,43,red,red,500,avg,29,41,"[33,35,37,39,43,45,47,49]",8
6595a5cbe675d0fc372344b9,44,red,red,500,avg,33,39,"[35,43]",2
6595a5cbe675d0fc372344b9,45,red,red,600,avg,25,29,"[23,25,27,31,33,35]",6
6595a5cbe675d0fc372344b9,46,red,red,500,avg,25,29,"[25,33]",2
6595a5cbe675d0fc372344b9,47,red,red,400,avg,29,40,"[31,35,32,38,40,39,42,42,43,46,47,49]",12
6595a5cbe675d0fc372344b9,48,red,red,600,avg,28,35,"[29,31,33,37,39,41]",6
6595a5cbe675d0fc372344b9,49,red,red,500,avg,26,31,"[22,26,23,29,31,30,33,33,34,37,38,40]",12
6595a5cbe675d0fc372344b9,50,red,red,600,avg,19,20,"[12,14,16,18,22,24,26,28]",8
6595a5cbe675d0fc372344b9,51,red,red,400,avg,22,25,"[21,29]",2
6595a5cbe675d0fc372344b9,52,red,red,400,avg,20,25,"[19,21,23,27,29,31]",6
6595a5cbe675d0fc372344b9,53,red,red,400,avg,19,23,"[19,27]",2
6595a5cbe675d0fc372344b9,54,red,red,400,avg,31,39,"[33,35,37,41,43,45]",6
6595a5cbe675d0fc372344b9,55,red,red,600,avg,23,31,"[22,26,23,29,31,30,33,33,34,37,38,40]",12
6595a5cbe675d0fc372344b9,56,red,red,600,avg,8,9,"[3,5,7,11,13,15]",6
6595a5cbe675d0fc372344b9,57,red,red,400,avg,12,17,"[11,13,15,19,21,23]",6
6595a5cbe675d0fc372344b9,58,red,red,500,avg,13,22,"[18,26]",2
6595a5cbe675d0fc372344b9,59,red,red,600,avg,15,22,"[18,26]",2
6595a5cbe675d0fc372344b9,60,red,red,500,avg,30,37,"[29,31,33,35,39,41,43,45]",8
6595a5cbe675d0fc372344b9,61,red,red,400,avg,30,39,"[30,34,31,37,39,38,41,41,42,45,46,48]",12
6595a5cbe675d0fc372344b9,62,red,red,400,avg,18,17,"[8,12,9,15,17,16,19,19,20,23,24,26]",12
6595a5cbe675d0fc372344b9,63,red,red,400,avg,12,12,"[6,8,10,14,16,18]",6
6595a5cbe675d0fc372344b9,64,red,red,500,avg,14,16,"[8,10,12,14,18,20,22,24]",8
6595a5cbe675d0fc372344b9,65,red,red,400,avg,30,37,"[33,41]",2
6595a5cbe675d0fc372344b9,66,red,red,500,avg,28,32,"[28,36]",2
6595a5cbe675d0fc372344b9,67,red,red,400,avg,15,15,"[6,10,7,13,15,14,17,17,18,21,22,24]",12
6595a5cbe675d0fc372344b9,68,red,red,400,avg,33,40,"[32,34,36,38,42,44,46,48]",8
6595a5cbe675d0fc372344b9,69,blue,blue,400,avg,22,35,"[27,29,31,33,37,39,41,43]",8
6595a5cbe675d0fc372344b9,70,blue,blue,600,avg,17,14,"[8,10,12,16,18,20]",6
6595a5cbe675d0fc372344b9,71,blue,blue,600,avg,30,35,"[31,39]",2
6595a5cbe675d0fc372344b9,72,blue,blue,600,avg,18,22,"[13,17,14,20,22,21,24,24,25,28,29,31]",12
6595a5cbe675d0fc372344b9,73,blue,blue,500,avg,20,20,"[11,15,12,18,20,19,22,22,23,26,27,29]",12
6595a5cbe675d0fc372344b9,74,blue,blue,400,avg,22,26,"[20,22,24,28,30,32]",6
6595a5cbe675d0fc372344b9,75,blue,blue,600,avg,21,19,"[11,13,15,17,21,23,25,27]",8
6595a5cbe675d0fc372344b9,76,blue,blue,600,avg,18,17,"[8,12,9,15,17,16,19,19,20,23,24,26]",12
6595a5cbe675d0fc372344b9,77,blue,blue,500,avg,0,13,"[4,8,5,11,13,12,15,15,16,19,20,22]",12
6595a5cbe675d0fc372344b9,78,blue,blue,600,avg,20,26,"[18,20,22,24,28,30,32,34]",8
6595a5cbe675d0fc372344b9,79,blue,blue,500,avg,20,29,"[23,25,27,31,33,35]",6
6595a5cbe675d0fc372344b9,80,blue,blue,500,avg,31,36,"[32,40]",2
6595a5cbe675d0fc372344b9,81,blue,blue,600,avg,29,37,"[29,31,33,35,39,41,43,45]",8
6595a5cbe675d0fc372344b9,82,blue,blue,600,avg,13,9,"[5,13]",2
6595a5cbe675d0fc372344b9,83,blue,blue,600,avg,20,24,"[16,18,20,22,26,28,30,32]",8
6595a5cbe675d0fc372344b9,84,blue,blue,500,avg,25,31,"[25,27,29,33,35,37]",6
6595a5cbe675d0fc372344b9,85,blue,blue,400,avg,34,40,"[34,36,38,42,44,46]",6
6595a5cbe675d0fc372344b9,86,blue,blue,400,avg,28,34,"[26,28,30,32,36,38,40,42]",8
6595a5cbe675d0fc372344b9,87,blue,blue,600,avg,32,35,"[29,31,33,37,39,41]",6
6595a5cbe675d0fc372344b9,88,blue,blue,600,avg,28,36,"[28,30,32,34,38,40,42,44]",8
6595a5cbe675d0fc372344b9,89,blue,blue,400,avg,23,28,"[19,23,20,26,28,27,30,30,31,34,35,37]",12
6595a5cbe675d0fc372344b9,90,blue,blue,600,avg,31,34,"[30,38]",2
6595a5cbe675d0fc372344b9,91,blue,blue,500,avg,28,38,"[29,33,30,36,38,37,40,40,41,44,45,47]",12
6595a5cbe675d0fc372344b9,92,blue,blue,400,avg,11,11,"[3,5,7,9,13,15,17,19]",8
6595a5cbe675d0fc372344b9,93,blue,blue,500,avg,26,27,"[18,22,19,25,27,26,29,29,30,33,34,36]",12
6595a5cbe675d0fc372344b9,94,blue,blue,400,avg,17,22,"[18,26]",2
6595a5cbe675d0fc372344b9,95,blue,blue,600,avg,10,11,"[7,15]",2
6595a5cbe675d0fc372344b9,96,blue,blue,600,avg,12,10,"[6,14]",2
6595a5cbe675d0fc372344b9,97,blue,blue,400,avg,20,24,"[20,28]",2
6595a5cbe675d0fc372344b9,98,blue,blue,600,avg,27,38,"[30,32,34,36,40,42,44,46]",8
6595a5cbe675d0fc372344b9,99,blue,blue,500,avg,9,10,"[6,14]",2
6595a5cbe675d0fc372344b9,100,blue,blue,400,avg,17,22,"[18,26]",2
6595a5cbe675d0fc372344b9,101,blue,blue,600,avg,25,35,"[27,29,31,33,37,39,41,43]",8
6595a5cbe675d0fc372344b9,102,blue,blue,600,avg,25,31,"[27,35]",2
6595a5cbe675d0fc372344b9,103,blue,blue,500,avg,19,17,"[9,11,13,15,19,21,23,25]",8
6595a5cbe675d0fc372344b9,104,blue,blue,400,avg,22,30,"[21,25,22,28,30,29,32,32,33,36,37,39]",12
6595a5cbe675d0fc372344b9,105,blue,blue,500,avg,16,14,"[8,10,12,16,18,20]",6
6595a5cbe675d0fc372344b9,106,blue,blue,600,avg,22,23,"[17,19,21,25,27,29]",6
6595a5cbe675d0fc372344b9,107,blue,blue,600,avg,21,21,"[17,25]",2
6595a5cbe675d0fc372344b9,108,blue,blue,600,avg,19,12,"[3,7,4,10,12,11,14,14,15,18,19,21]",12
6595a5cbe675d0fc372344b9,109,blue,blue,600,avg,17,19,"[11,13,15,17,21,23,25,27]",8
6595a5cbe675d0fc372344b9,110,blue,blue,600,avg,15,13,"[4,8,5,11,13,12,15,15,16,19,20,22]",12
6595a5cbe675d0fc372344b9,111,blue,blue,400,avg,33,39,"[33,35,37,41,43,45]",6
6595a5cbe675d0fc372344b9,112,blue,blue,500,avg,36,35,"[29,31,33,37,39,41]",6
6595a5cbe675d0fc372344b9,113,blue,blue,600,avg,32,33,"[24,28,25,31,33,32,35,35,36,39,40,42]",12
6595a5cbe675d0fc372344b9,114,blue,blue,500,avg,23,21,"[12,16,13,19,21,20,23,23,24,27,28,30]",12
6595a5cbe675d0fc372344b9,115,blue,blue,400,avg,25,32,"[26,28,30,34,36,38]",6
6595a5cbe675d0fc372344b9,116,blue,blue,400,avg,17,17,"[11,13,15,19,21,23]",6
testfinlebeforepilot,21,red,red,400,avg,28,10,"[1,5,2,8,10,9,12,12,13,16,17,19]",12
testfinlebeforepilot,22,red,red,600,avg,35,29,"[20,24,21,27,29,28,31,31,32,35,36,38]",12
testfinlebeforepilot,23,red,red,600,avg,27,23,"[14,18,15,21,23,22,25,25,26,29,30,32]",12
