"experiment","version","level","report","mean_objective","n","sd_objective","min_objective","max_objective"
"exp3","raw","2 squares",1,14,1,NA,14,14
"exp3","raw","2 squares",2,18,1,NA,18,18
"exp3","raw","2 squares",3,14,2,0,14,14
"exp3","raw","2 squares",4,20.125,8,5.96268156357284,14,32
"exp3","raw","2 squares",5,16.9473684210526,19,4.41554934559584,14,33
"exp3","raw","2 squares",6,17.1428571428571,21,3.19821378718988,14,25
"exp3","raw","2 squares",7,17.5185185185185,27,4.30000331279273,14,30
"exp3","raw","2 squares",8,17.1714285714286,35,3.17606595617648,14,24
"exp3","raw","2 squares",9,18.3076923076923,39,4.16851510955922,14,32
"exp3","raw","2 squares",10,17.7758620689655,58,4.25520570120748,14,34
"exp3","raw","2 squares",11,18.5890410958904,73,4.16611868542717,14,36
"exp3","raw","2 squares",12,19.5529411764706,85,4.70436950472375,14,36
"exp3","raw","2 squares",13,18.9239130434783,92,4.34054155645865,14,32
"exp3","raw","2 squares",14,19.3473684210526,95,4.0179607960465,14,31
"exp3","raw","2 squares",15,20.75,108,5.03283610425935,14,36
"exp3","raw","2 squares",16,21.2941176470588,102,4.82893144667795,14,36
"exp3","raw","2 squares",17,21.7971014492754,138,4.89623633245063,14,35
"exp3","raw","2 squares",18,22.9754098360656,122,5.06072727722487,14,35
"exp3","raw","2 squares",19,23.4477611940299,134,5.1131073849972,14,36
"exp3","raw","2 squares",20,24.3478260869565,115,5.06630333114522,14,36
"exp3","raw","2 squares",21,25.2380952380952,126,4.67406216720073,16,36
"exp3","raw","2 squares",22,25.6129032258065,124,4.81817304616114,16,36
"exp3","raw","2 squares",23,26.7706422018349,109,4.85842724804013,15,36
"exp3","raw","2 squares",24,27.4495412844037,109,4.5774937314764,14,36
"exp3","raw","2 squares",25,28.5959595959596,99,4.12785261147056,14,36
"exp3","raw","2 squares",26,29.2391304347826,92,3.80390073135572,19,36
"exp3","raw","2 squares",27,29.8571428571429,91,3.97372321513165,16,36
"exp3","raw","2 squares",28,30.6470588235294,85,3.90575241928931,18,36
"exp3","raw","2 squares",29,30.2676056338028,71,4.34891693078,19,36
"exp3","raw","2 squares",30,32,73,3.39934634239519,22,36
"exp3","raw","2 squares",31,31.7826086956522,46,3.13342583890583,22,36
"exp3","raw","2 squares",32,31.9180327868852,61,4.28678232853506,14,36
"exp3","raw","2 squares",33,32.26,50,3.94249480736785,16,36
"exp3","raw","2 squares",34,32.14,50,3.88618694604259,19,36
"exp3","raw","2 squares",35,32.7037037037037,27,2.93276995366831,26,36
"exp3","raw","2 squares",36,32.625,24,3.60931765200065,23,36
"exp3","raw","2 squares",37,33.2105263157895,19,1.87317162316339,29,36
"exp3","raw","2 squares",38,33.4,5,2.07364413533277,30,35
"exp3","raw","2 squares",39,31.7692307692308,13,5.84741889146893,15,36
"exp3","raw","2 squares",40,32.1666666666667,6,3.48807492274273,27,36
"exp3","raw","2 squares",41,35.6666666666667,3,0.577350269189626,35,36
"exp3","raw","2 squares",42,33.6,5,3.20936130717624,28,36
"exp3","raw","2 squares",43,32,1,NA,32,32
"exp3","raw","2 squares",44,36,1,NA,36,36
"exp3","raw","2 squares",45,32,1,NA,32,32
"exp3","raw","2 squares",48,32.75,4,1.5,31,34
"exp3","raw","10 squares",4,24.2,1,NA,24.2,24.2
"exp3","raw","10 squares",5,16.7,4,1.29099444873581,15.2,18.2
"exp3","raw","10 squares",6,18.075,8,4.94072001693218,14.2,28.2
"exp3","raw","10 squares",7,16.5333333333333,9,2.44948974278318,14.2,21.2
"exp3","raw","10 squares",8,15.7833333333333,12,2.06522432562458,14.2,21.2
"exp3","raw","10 squares",9,18.7238095238095,21,5.68875247852328,14.2,31.2
"exp3","raw","10 squares",10,17.5333333333333,24,3.05979065306431,14.2,25.2
"exp3","raw","10 squares",11,17.075,40,3.32964539576491,14.2,25.2
"exp3","raw","10 squares",12,18.872131147541,61,4.43366406589181,14.2,32.2
"exp3","raw","10 squares",13,19.237037037037,81,4.97856516589982,14.2,36.2
"exp3","raw","10 squares",14,18.0833333333333,60,3.54195994133032,14.2,30.2
"exp3","raw","10 squares",15,19.3609195402299,87,4.9057952516988,14.2,35.2
"exp3","raw","10 squares",16,20.2,85,4.98091596089754,14.2,32.2
"exp3","raw","10 squares",17,20.2188679245283,106,4.99519985219233,14.2,35.2
"exp3","raw","10 squares",18,21.2169491525424,118,4.54602869959742,14.2,36.2
"exp3","raw","10 squares",19,21.5057851239669,121,5.34141519201078,14.2,36.2
"exp3","raw","10 squares",20,22.4347826086957,115,4.86182846764648,14.2,34.2
"exp3","raw","10 squares",21,23.7151515151515,132,5.72990660899986,14.2,36.2
"exp3","raw","10 squares",22,24.1044117647059,136,5.19098745543921,14.2,36.2
"exp3","raw","10 squares",23,25.5181818181818,132,5.4929770315358,14.2,36.2
"exp3","raw","10 squares",24,26.5482142857143,112,5.03449331200498,15.2,36.2
"exp3","raw","10 squares",25,26.6191176470588,136,4.97929810174653,14.2,36.2
"exp3","raw","10 squares",26,26.54,100,5.46470770517786,14.2,36.2
"exp3","raw","10 squares",27,27.5361344537815,119,4.5941696856356,15.2,36.2
"exp3","raw","10 squares",28,28.8396396396396,111,4.8985949614387,16.2,36.2
"exp3","raw","10 squares",29,28.5838383838384,99,4.69630134690701,15.2,36.2
"exp3","raw","10 squares",30,30.575,96,3.72261933815991,16.2,36.2
"exp3","raw","10 squares",31,29.7822784810127,79,4.82676192072934,16.2,36.2
"exp3","raw","10 squares",32,32.0115942028986,69,3.71908971436497,19.2,36.2
"exp3","raw","10 squares",33,30.45,64,5.0709255283711,16.2,36.2
"exp3","raw","10 squares",34,32.4173913043478,46,3.8000762768851,23.2,36.2
"exp3","raw","10 squares",35,31.8938775510204,49,4.38370125974546,16.2,36.2
"exp3","raw","10 squares",36,31.7116279069767,43,4.34452086800558,18.2,36.2
"exp3","raw","10 squares",37,32.7294117647059,34,3.49228842327958,21.2,36.2
"exp3","raw","10 squares",38,33.4105263157895,19,3.40879495436961,24.2,36.2
"exp3","raw","10 squares",39,32.0666666666667,15,3.3565855667131,26.2,36.2
"exp3","raw","10 squares",40,33.7833333333333,12,2.74551976643382,27.2,36.2
"exp3","raw","10 squares",41,32,5,5.16720427310553,23.2,36.2
"exp3","raw","10 squares",42,33.8666666666667,6,2.94392028877595,28.2,36.2
"exp3","raw","10 squares",43,32.8,5,2.96647939483827,28.2,36.2
"exp3","raw","10 squares",44,34.5333333333333,3,2.08166599946613,32.2,36.2
"exp3","raw","10 squares",45,34.2,1,NA,34.2,34.2
"exp3","raw","10 squares",48,34.7,2,2.12132034355964,33.2,36.2
"exp3","raw","20 squares",2,13,2,0.707106781186548,12.5,13.5
"exp3","raw","20 squares",3,12.5,1,NA,12.5,12.5
"exp3","raw","20 squares",4,13.8333333333333,3,1.52752523165195,12.5,15.5
"exp3","raw","20 squares",5,15.3888888888889,9,2.52212432507026,12.5,20.5
"exp3","raw","20 squares",6,14.4,10,2.42441287279576,12.5,20.5
"exp3","raw","20 squares",7,14.7631578947368,19,2.13026094549622,12.5,19.5
"exp3","raw","20 squares",8,15.0714285714286,21,2.15804144008934,12.5,19.5
"exp3","raw","20 squares",9,17.2916666666667,24,4.3835578826046,12.5,25.5
"exp3","raw","20 squares",10,16.2441860465116,43,4.00650080824494,12.5,28.5
"exp3","raw","20 squares",11,15.5877192982456,57,3.39790219817624,12.5,25.5
"exp3","raw","20 squares",12,16.609375,64,4.37205116040587,12.5,31.5
"exp3","raw","20 squares",13,17.8529411764706,85,4.04353064239934,12.5,30.5
"exp3","raw","20 squares",14,17.4545454545455,88,4.19334198848519,12.5,32.5
"exp3","raw","20 squares",15,18.9059405940594,101,4.76272656746486,12.5,34.5
"exp3","raw","20 squares",16,18.8676470588235,136,4.65682903324571,12.5,34.5
"exp3","raw","20 squares",17,19.2289719626168,107,4.9422515941584,12.5,34.5
"exp3","raw","20 squares",18,20.4,120,5.02665165798828,12.5,33.5
"exp3","raw","20 squares",19,20.1929824561403,114,5.40751229830563,12.5,34.5
"exp3","raw","20 squares",20,22.1434782608696,115,5.39686605671962,12.5,33.5
"exp3","raw","20 squares",21,22.0241935483871,124,5.15052086667036,12.5,33.5
"exp3","raw","20 squares",22,23.240157480315,127,5.20105697198144,12.5,34.5
"exp3","raw","20 squares",23,24.4779411764706,136,5.55039793270077,12.5,34.5
"exp3","raw","20 squares",24,24.4928057553957,139,5.41535177290584,12.5,34.5
"exp3","raw","20 squares",25,24.6274509803922,102,5.11582976947499,12.5,34.5
"exp3","raw","20 squares",26,26.9716981132075,106,4.36917241192646,13.5,34.5
"exp3","raw","20 squares",27,27.469696969697,99,4.3152660793753,15.5,34.5
"exp3","raw","20 squares",28,27.683908045977,87,4.26049657448678,15.5,34.5
"exp3","raw","20 squares",29,28.3717948717949,78,4.63851458074862,12.5,34.5
"exp3","raw","20 squares",30,29.1447368421053,76,4.78526612946705,16.5,34.5
"exp3","raw","20 squares",31,29.0357142857143,56,4.2253102552649,17.5,34.5
"exp3","raw","20 squares",32,29.0633802816901,71,3.77863314049707,16.5,34.5
"exp3","raw","20 squares",33,30.0686274509804,51,4.04106373105292,20.5,34.5
"exp3","raw","20 squares",34,30.96875,32,3.60988226954841,16.5,34.5
"exp3","raw","20 squares",35,30.8513513513514,37,3.47384046374723,20.5,34.5
"exp3","raw","20 squares",36,30.4230769230769,26,3.33374356450015,23.5,34.5
"exp3","raw","20 squares",37,30.95,20,3.51650244898027,19.5,34.5
"exp3","raw","20 squares",38,30.14,25,3.28988348324577,19.5,34.5
"exp3","raw","20 squares",39,30.9166666666667,12,2.77843426585856,26.5,34.5
"exp3","raw","20 squares",40,31.9285714285714,7,2.14919697074224,29.5,34.5
"exp3","raw","20 squares",41,32.2142857142857,7,1.70433620649269,30.5,34.5
"exp3","raw","20 squares",42,33.5,5,1.22474487139159,31.5,34.5
"exp3","raw","20 squares",43,30.6666666666667,6,3.06050104830347,26.5,34.5
"exp3","raw","20 squares",44,32,2,3.53553390593274,29.5,34.5
"exp3","raw","20 squares",45,30.8333333333333,3,6.35085296108588,23.5,34.5
"exp3","raw","20 squares",46,33.5,2,1.4142135623731,32.5,34.5
"exp3","raw","20 squares",48,31.1,5,3.04959013639538,27.5,34.5
"exp3","shift_removed","2 squares",6,14,1,NA,14,14
"exp3","shift_removed","2 squares",7,19.5,2,2.12132034355964,18,21
"exp3","shift_removed","2 squares",8,15,1,NA,15,15
"exp3","shift_removed","2 squares",9,16.375,8,1.76776695296637,14,20
"exp3","shift_removed","2 squares",10,17.421052631579,19,4.61056503495184,14,32
"exp3","shift_removed","2 squares",11,16.9545454545455,22,3.38733316548963,14,25
"exp3","shift_removed","2 squares",12,16.96,25,4.24735211631906,14,35
"exp3","shift_removed","2 squares",13,16.8444444444444,45,2.70484040493365,14,24
"exp3","shift_removed","2 squares",14,17.265306122449,49,3.66159977676016,14,29
"exp3","shift_removed","2 squares",15,18.4912280701754,57,5.08542317040137,14,36
"exp3","shift_removed","2 squares",16,18.3058823529412,85,4.0178871769808,14,35
"exp3","shift_removed","2 squares",17,18.4166666666667,96,3.53230703400145,14,30
"exp3","shift_removed","2 squares",18,19.1505376344086,93,3.83617290198113,14,36
"exp3","shift_removed","2 squares",19,19.9,120,3.99242981132033,14,35
"exp3","shift_removed","2 squares",20,20.4029850746269,134,4.03018573236638,14,34
"exp3","shift_removed","2 squares",21,20.6842105263158,114,4.22658210305567,14,34
"exp3","shift_removed","2 squares",22,21.7542372881356,118,3.93306483368227,14,34
"exp3","shift_removed","2 squares",23,23.1393442622951,122,4.53692941228694,14,36
"exp3","shift_removed","2 squares",24,23.8412698412698,126,4.44776383979671,14,35
"exp3","shift_removed","2 squares",25,25.6240601503759,133,4.69622915100815,14,36
"exp3","shift_removed","2 squares",26,26.1641791044776,134,4.62454066786454,15,36
"exp3","shift_removed","2 squares",27,27.702479338843,121,4.07971532523854,14,36
"exp3","shift_removed","2 squares",28,27.9716981132075,106,3.67606815618927,16,36
"exp3","shift_removed","2 squares",29,28.5121951219512,123,4.4433886302002,16,36
"exp3","shift_removed","2 squares",30,29.5234375,128,4.2202452512046,15,36
"exp3","shift_removed","2 squares",31,30.4513274336283,113,3.82657799019493,22,36
"exp3","shift_removed","2 squares",32,30.9154929577465,71,3.83124925121685,15,36
"exp3","shift_removed","2 squares",33,31.6071428571429,84,3.3293794680085,23,36
"exp3","shift_removed","2 squares",34,32.6666666666667,54,3.10811475954324,23,36
"exp3","shift_removed","2 squares",35,32.1509433962264,53,2.89825031046647,24,36
"exp3","shift_removed","2 squares",36,32.8125,48,2.63895732149666,24,36
"exp3","shift_removed","2 squares",37,32.2745098039216,51,3.48756896059447,19,36
"exp3","shift_removed","2 squares",38,33.05,40,3.93504960383162,14,36
"exp3","shift_removed","2 squares",39,34,24,1.25108648434245,32,36
"exp3","shift_removed","2 squares",40,32.9285714285714,14,2.73057575541203,28,36
"exp3","shift_removed","2 squares",41,34.0714285714286,14,1.89997108132995,30,36
"exp3","shift_removed","2 squares",42,33.8,10,2.0976176963403,30,36
"exp3","shift_removed","2 squares",43,35.3333333333333,3,0.577350269189626,35,36
"exp3","shift_removed","2 squares",44,32,1,NA,32,32
"exp3","shift_removed","2 squares",45,30,1,NA,30,30
"exp3","shift_removed","2 squares",47,36,1,NA,36,36
"exp3","shift_removed","2 squares",48,35,2,1.4142135623731,34,36
"exp3","shift_removed","2 squares",49,35,2,1.4142135623731,34,36
"exp3","shift_removed","2 squares",53,33,2,1.4142135623731,32,34
"exp3","shift_removed","10 squares",5,15.2,1,NA,15.2,15.2
"exp3","shift_removed","10 squares",7,14.8666666666667,3,1.15470053837925,14.2,16.2
"exp3","shift_removed","10 squares",8,18.6,5,5.41294744108974,15.2,28.2
"exp3","shift_removed","10 squares",9,18.1090909090909,11,4.8878327601207,14.2,30.2
"exp3","shift_removed","10 squares",10,15.2,8,1.0690449676497,14.2,17.2
"exp3","shift_removed","10 squares",11,16.5076923076923,26,2.51028652976876,14.2,23.2
"exp3","shift_removed","10 squares",12,16.6782608695652,23,2.93675091365505,14.2,24.2
"exp3","shift_removed","10 squares",13,17.6324324324324,37,4.78156494919429,14.2,31.2
"exp3","shift_removed","10 squares",14,18.0333333333333,54,4.00353617278431,14.2,31.2
"exp3","shift_removed","10 squares",15,17.3153846153846,52,3.02054303748967,14.2,27.2
"exp3","shift_removed","10 squares",16,18.4535211267606,71,3.4670626095923,14.2,28.2
"exp3","shift_removed","10 squares",17,19.3764705882353,85,4.41635615419231,14.2,36.2
"exp3","shift_removed","10 squares",18,19.293023255814,86,3.80287169193692,14.2,36.2
"exp3","shift_removed","10 squares",19,19.5363636363636,110,4.27769395289435,14.2,35.2
"exp3","shift_removed","10 squares",20,19.8517857142857,112,4.27586948415873,14.2,35.2
"exp3","shift_removed","10 squares",21,20.9128712871287,101,4.61808755582517,14.2,32.2
"exp3","shift_removed","10 squares",22,21.872,125,4.82897170647494,14.2,34.2
"exp3","shift_removed","10 squares",23,23.6366197183099,142,4.75568310823917,14.2,36.2
"exp3","shift_removed","10 squares",24,23.8357142857143,140,4.99814456837867,14.2,36.2
"exp3","shift_removed","10 squares",25,24.9894736842105,114,4.78099794116884,15.2,36.2
"exp3","shift_removed","10 squares",26,26.3162790697674,172,4.88563619649188,14.2,36.2
"exp3","shift_removed","10 squares",27,26.5846153846154,143,5.06287659273686,14.2,36.2
"exp3","shift_removed","10 squares",28,27.7251798561151,139,4.64747233037705,15.2,36.2
"exp3","shift_removed","10 squares",29,29.1868421052632,152,4.42447563714005,16.2,36.2
"exp3","shift_removed","10 squares",30,29.5728813559322,118,4.17726162740042,16.2,36.2
"exp3","shift_removed","10 squares",31,29.7660377358491,106,3.99766328872143,16.2,36.2
"exp3","shift_removed","10 squares",32,30.5448275862069,87,5.09634521622614,16.2,36.2
"exp3","shift_removed","10 squares",33,31.9341772151899,79,4.01186976282047,17.2,36.2
"exp3","shift_removed","10 squares",34,31.7833333333333,60,4.35030358054905,18.2,36.2
"exp3","shift_removed","10 squares",35,32.3176470588235,51,3.76110121546086,18.2,36.2
"exp3","shift_removed","10 squares",36,33.4,40,2.97166102218427,26.2,36.2
"exp3","shift_removed","10 squares",37,32.6222222222222,45,3.27864224176639,21.2,36.2
"exp3","shift_removed","10 squares",38,32.6782608695652,23,3.04316768601689,26.2,36.2
"exp3","shift_removed","10 squares",39,33.075,16,2.75378527364305,28.2,36.2
"exp3","shift_removed","10 squares",40,33.7,16,2.22111083319436,28.2,36.2
"exp3","shift_removed","10 squares",41,34.2,14,3.96135175064115,21.2,36.2
"exp3","shift_removed","10 squares",42,35.95,4,0.5,35.2,36.2
"exp3","shift_removed","10 squares",43,30.5333333333333,3,3.78593889720018,26.2,33.2
"exp3","shift_removed","10 squares",44,28.2,1,NA,28.2,28.2
"exp3","shift_removed","10 squares",45,34.8666666666667,3,1.52752523165195,33.2,36.2
"exp3","shift_removed","20 squares",3,15.5,1,NA,15.5,15.5
"exp3","shift_removed","20 squares",5,15.5,3,3.60555127546399,12.5,19.5
"exp3","shift_removed","20 squares",6,13.7857142857143,7,1.60356745147455,12.5,16.5
"exp3","shift_removed","20 squares",7,13.9444444444444,9,1.66666666666667,12.5,17.5
"exp3","shift_removed","20 squares",8,14.7222222222222,9,2.68224615657185,12.5,20.5
"exp3","shift_removed","20 squares",9,14.5,21,2.23606797749979,12.5,21.5
"exp3","shift_removed","20 squares",10,14.8793103448276,29,2.25853607933876,12.5,19.5
