"level","band","n_trials","item_sd","skew","item_min","item_max","squares_at_edge","shown_minus_recorded"
"2 squares","14-17",511,4,0,11.4833659491194,19.4833659491194,0,0
"2 squares","18-21",579,4,0,15.5492227979275,23.5492227979275,0,0
"2 squares","22-28",974,4,0,20.9425051334702,28.9425051334702,0,0
"2 squares","29-31",409,4,0,26.039119804401,34.039119804401,0,0
"2 squares","32+",723,4,0,30.0138312586445,38.0138312586445,0,0
"10 squares","14-17",541,5.9464274989274,-0.125669583629514,6.42883548983364,24.4288354898336,0,0.199999999999999
"10 squares","18-21",587,5.9464274989274,-0.125669583629514,10.5332197614991,28.5332197614991,0,0.199999999999999
"10 squares","22-28",1006,5.9464274989274,-0.125669583629514,15.9214711729622,33.9214711729622,0,0.199999999999999
"10 squares","29-31",393,5.9464274989274,-0.125669583629514,20.9923664122137,38.9923664122137,0,0.199999999999999
"10 squares","32+",687,5.9464274989274,-0.125669583629516,25.0291120815138,43.0291120815138,0,0.200000000000003
"20 squares","14-17",546,5.5,0.398497370398196,5.4981684981685,24.4981684981685,0,-1.5
"20 squares","18-21",577,5.5,0.398497370398196,9.53032928942808,28.5303292894281,0,-1.5
"20 squares","22-28",979,5.5,0.398497370398196,15.0868232890705,34.0868232890705,0,-1.5
"20 squares","29-31",400,5.5,0.398497370398196,19.9725,38.9725,0,-1.5
"20 squares","32+",697,5.5,0.398497370398196,23.9813486370158,42.9813486370158,0,-1.5
