"comparison_set","contrast","estimate","SE","df","t.ratio","p.value","condition","array_length"
"noise_overall","X2 - X10",-0.3896331102792,0.194259704579987,82,-2.00573305267623,0.117237675950674,NA,NA
"noise_overall","X2 - X20",0.264643776272428,0.207206717430766,82,1.27719689570804,0.412035454393588,NA,NA
"noise_overall","X10 - X20",0.654276886551628,0.196404879235977,82,3.3312659496892,0.00367759304012838,NA,NA
"noise_within_condition","X2 - X10",-0.598801500052229,0.261315321958262,82,-2.29149020258319,0.0626308411986872,"average",NA
"noise_within_condition","X2 - X20",0.23472025900565,0.278731454855272,82,0.842101796969866,0.678052203641165,"average",NA
"noise_within_condition","X10 - X20",0.833521759057879,0.264200979625139,82,3.15487762475567,0.00629028697500977,"average",NA
"noise_within_condition","X2 - X10",-0.180464720506171,0.287509362984696,82,-0.627682933984231,0.805364725753517,"experience",NA
"noise_within_condition","X2 - X20",0.294567293539206,0.306671275257395,82,0.960531087536549,0.603772358413257,"experience",NA
"noise_within_condition","X10 - X20",0.475032014045377,0.290684276691931,82,1.63418544494864,0.237194866512204,"experience",NA
"condition_within_noise","average - experience",0.512430286850589,0.36361649147066,82,1.40926030273832,0.162539367069278,NA,"X2"
"condition_within_noise","average - experience",0.930767066396647,0.376699687704101,82,2.47084639774845,0.0155512371084605,NA,"X10"
"condition_within_noise","average - experience",0.572277321384145,0.392336647920712,82,1.45863845352473,0.148484534369138,NA,"X20"
"band_within_noise","extreme - middle",0.284951905038549,0.32699246479918,82,0.871432634429512,0.386062241714901,NA,"X2"
"band_within_noise","extreme - middle",1.18612849617412,0.278083915628517,82,4.26536174698658,5.31270601572365e-05,NA,"X10"
"band_within_noise","extreme - middle",0.966138543557689,0.307639510576551,82,3.1404891450615,0.00234582089905812,NA,"X20"
