"experiment","window","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","low","array_length",621.960404385091,310.980202192545,2,646.32761218886,19.6306666383395,5.28957353877906e-09
"exp3","low","condition",0.123710800042496,0.123710800042496,1,84.6979184205448,0.00780926071201432,0.92979120004388
"exp3","low","array_length:condition",68.3807929227786,34.1903964613893,2,646.32761218485,2.15827332554961,0.116356309675052
