"experiment","effect","Sum Sq","Mean Sq","df1","df2","F","p"
"exp3","meanVal_c",19571.2010088114,19571.2010088114,1,81.9275324961316,966.33769948546,4.09781253996092e-47
"exp3","array_length",10713.9993688041,5356.99968440207,2,7547.2749286805,264.504500711978,9.424803972561e-112
"exp3","condition",14.4133075210771,14.4133075210771,1,82.1071238139955,0.711664165404223,0.401342949130446
"exp3","meanVal_c:array_length",552.999897118162,276.499948559081,2,7551.74704269618,13.6523212897427,1.20660556164876e-06
"exp3","meanVal_c:condition",76.3671260064436,76.3671260064436,1,81.927532885123,3.7706644997493,0.0555959258285744
"exp3","array_length:condition",399.319816104029,199.659908052014,2,7547.2749288322,9.85830640335237,5.2987644545553e-05
"exp3","meanVal_c:array_length:condition",109.758887952839,54.8794439764195,2,7551.74704244305,2.70969960491122,0.0666215099092686
