"participant_id","condition","array_length","band","n_trials","dist","inward"
"average.566a17d07da0350012b3e876","average","2","extreme",24,8.26473684210526,2.375
"average.566a17d07da0350012b3e876","average","2","middle",8,2.83078947368421,6.25
"average.566a17d07da0350012b3e876","average","10","extreme",15,8.64077192982456,8.21333333333333
"average.566a17d07da0350012b3e876","average","10","middle",17,2.85318885448916,6.81176470588235
"average.566a17d07da0350012b3e876","average","20","extreme",18,7.54912280701754,0.777777777777777
"average.566a17d07da0350012b3e876","average","20","middle",13,2.20145748987854,-2.96153846153846
"average.573b8bc2f3580b0006ce0986","average","2","extreme",19,7.6030959752322,-0.947368421052632
"average.573b8bc2f3580b0006ce0986","average","2","middle",13,2.58009049773756,3.30769230769231
"average.573b8bc2f3580b0006ce0986","average","10","extreme",14,7.07142857142857,3.28571428571429
"average.573b8bc2f3580b0006ce0986","average","10","middle",11,2.10160427807487,1.32727272727273
"average.573b8bc2f3580b0006ce0986","average","20","extreme",18,7.99869281045752,1.77777777777778
"average.573b8bc2f3580b0006ce0986","average","20","middle",10,2.40235294117647,4.3
"average.588f1a4f7f238e000133c03f","average","2","extreme",13,8.21416083916084,1.46153846153846
"average.588f1a4f7f238e000133c03f","average","2","middle",16,2.69119318181818,4.125
"average.588f1a4f7f238e000133c03f","average","10","extreme",20,9.05,7.35
"average.588f1a4f7f238e000133c03f","average","10","middle",9,2.58914141414141,5.15555555555556
"average.588f1a4f7f238e000133c03f","average","20","extreme",14,8.18766233766234,6
"average.588f1a4f7f238e000133c03f","average","20","middle",16,2.56619318181818,3.875
"average.59f224ce40333e00017edfe8","average","2","extreme",19,8.52402745995423,0.894736842105263
"average.59f224ce40333e00017edfe8","average","2","middle",13,2.93645484949833,1.46153846153846
"average.59f224ce40333e00017edfe8","average","10","extreme",23,8.23667296786389,3.10434782608696
"average.59f224ce40333e00017edfe8","average","10","middle",7,2.09068322981366,-0.114285714285714
"average.59f224ce40333e00017edfe8","average","20","extreme",16,8.26630434782609,-0.5
"average.59f224ce40333e00017edfe8","average","20","middle",14,3.20496894409938,-2.14285714285714
"average.5a907927873cda0001dc4719","average","2","extreme",13,8.17483277591973,-0.538461538461538
"average.5a907927873cda0001dc4719","average","2","middle",17,2.60274936061381,-2.29411764705882
"average.5a907927873cda0001dc4719","average","10","extreme",17,7.57448849104859,1.05882352941177
"average.5a907927873cda0001dc4719","average","10","middle",14,2.58478260869565,1.22857142857143
"average.5a907927873cda0001dc4719","average","20","extreme",19,8.43232265446224,0.921052631578948
"average.5a907927873cda0001dc4719","average","20","middle",12,2.37663043478261,-0.666666666666667
"average.5c22db5c540c6d00018bc10c","average","2","extreme",15,8.46702898550725,1
"average.5c22db5c540c6d00018bc10c","average","2","middle",16,3,0.0625
"average.5c22db5c540c6d00018bc10c","average","10","extreme",14,7.87127329192547,-0.385714285714284
"average.5c22db5c540c6d00018bc10c","average","10","middle",16,3,-0.0625
"average.5c22db5c540c6d00018bc10c","average","20","extreme",11,8.08152173913044,-1.95454545454545
"average.5c22db5c540c6d00018bc10c","average","20","middle",20,2.25054347826087,-1.4
"average.5c6c597c42e33400019c72a5","average","2","extreme",13,8.18436988543372,0.538461538461538
"average.5c6c597c42e33400019c72a5","average","2","middle",18,2.71075650118203,0.166666666666667
"average.5c6c597c42e33400019c72a5","average","10","extreme",23,8.30430157261795,1.74782608695652
"average.5c6c597c42e33400019c72a5","average","10","middle",9,2.77789598108747,-2.02222222222222
"average.5c6c597c42e33400019c72a5","average","20","extreme",20,7.92063829787234,3.05
"average.5c6c597c42e33400019c72a5","average","20","middle",11,2.13588007736944,-3.31818181818182
"average.5c7f489defd9e20015751167","average","2","extreme",17,8.37728410513141,0.411764705882353
"average.5c7f489defd9e20015751167","average","2","middle",15,2.56858156028369,-0.466666666666667
"average.5c7f489defd9e20015751167","average","10","extreme",14,7.81018237082067,0.457142857142858
"average.5c7f489defd9e20015751167","average","10","middle",17,2.35212765957447,0.611764705882353
"average.5c7f489defd9e20015751167","average","20","extreme",18,9.05236406619385,2.16666666666667
"average.5c7f489defd9e20015751167","average","20","middle",13,2.15605564648118,-1.88461538461538
"average.5d7ff85ffec5620017b07c40","average","2","extreme",18,9.16666666666667,0.944444444444444
"average.5d7ff85ffec5620017b07c40","average","2","middle",14,3.66253968253968,2.21428571428571
"average.5d7ff85ffec5620017b07c40","average","10","extreme",14,7.45174603174603,2.68571428571429
"average.5d7ff85ffec5620017b07c40","average","10","middle",14,2.5,-1.64285714285714
"average.5d7ff85ffec5620017b07c40","average","20","extreme",23,8.18521739130435,0.152173913043478
"average.5d7ff85ffec5620017b07c40","average","20","middle",7,4.02698412698413,-1.35714285714286
"average.5f5e32a0d6a12c6857b8e127","average","2","extreme",19,8.23780418788908,7.21052631578947
"average.5f5e32a0d6a12c6857b8e127","average","2","middle",12,3.01146953405018,-0.416666666666666
"average.5f5e32a0d6a12c6857b8e127","average","10","extreme",13,8.41488833746898,7.35384615384616
"average.5f5e32a0d6a12c6857b8e127","average","10","middle",19,2.40033955857385,-0.610526315789474
"average.5f5e32a0d6a12c6857b8e127","average","20","extreme",18,7.9847072879331,5.94444444444444
"average.5f5e32a0d6a12c6857b8e127","average","20","middle",12,2.93960573476703,-1.83333333333333
"average.607dc630d2d30aa7e8699c23","average","2","extreme",13,8.24088628762542,1.46153846153846
