"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp3","compression","condition",1,82,12.0491095514488,3.0375541587886,0.0268344377884044,0.0851071083135729
"exp3","compression","array_length",1.94506880518156,159.495642024888,2.12724061828166,7.95508124276754,0.0241982839340651,0.000577161297493402
"exp3","compression","condition:array_length",1.94506880518156,159.495642024888,2.12724061828166,2.69885830680786,0.00834295606836029,0.071886993723997
