"experiment","analysis","effect","df1","df2","MSE","F","ges","p"
"exp3","compression_band","condition",1,82,11.1977105578545,5.03264546243723,0.0228247869237708,0.0275707784832092
"exp3","compression_band","array_length",1.98694158279884,162.929209789505,3.33035714193928,5.45030204284104,0.0147285867291671,0.00520652816368881
"exp3","compression_band","condition:array_length",1.98694158279884,162.929209789505,3.33035714193928,0.643839977727945,0.0017627727375919,0.525619186449033
"exp3","compression_band","band",1,82,6.13562423217228,13.4307795195788,0.0330280229640716,0.00043786380349
"exp3","compression_band","condition:band",1,82,6.13562423217228,0.338825157615847,0.0008609324145806,0.562105159338463
"exp3","compression_band","array_length:band",1.99851834311125,163.878504135123,2.73792591375132,3.358171507646,0.00755868513566746,0.0372439405479006
"exp3","compression_band","condition:array_length:band",1.99851834311125,163.878504135123,2.73792591375132,0.989395937873148,0.00223890278462037,0.373961017379182
