"z","experiment","participant_id","condition","array_length","n_trials","slope_fwd","slope_rev","r","bias","abs_error","sd_response","sd_objective","mean_rt"
0.913601608752053,"exp3","average.566a17d07da0350012b3e876","average","2",32,0.493797079565538,1.05817031916458,0.72285642646822,-9.71875,9.84375,5.23596434104026,7.66478909921753,2274.875
0.317749965922096,"exp3","average.566a17d07da0350012b3e876","average","10",32,0.151149258073902,0.625464031303301,0.307471013728783,-9.29375,9.63125,3.16976009064693,6.44799293604032,2135.375
0.353664558173756,"exp3","average.566a17d07da0350012b3e876","average","20",31,0.151531339031339,0.761180679785331,0.339621447574584,-8.24193548387097,8.33870967741935,2.68568487090471,6.01932372152521,2393.32258064516
1.43609513594504,"exp3","average.573b8bc2f3580b0006ce0986","average","2",32,0.878211914156482,0.907851866590395,0.89290891222391,-4.46875,4.46875,6.36641578912342,6.47295863947755,5455.375
0.546433537876655,"exp3","average.573b8bc2f3580b0006ce0986","average","10",25,0.465957871618249,0.531908831908832,0.497842452198673,-3.96,5.592,5.40832691319598,5.77840808527747,5411.28
1.11885399901558,"exp3","average.573b8bc2f3580b0006ce0986","average","20",28,0.561357127120511,1.16062176165803,0.807169931178001,-5.82142857142857,5.85714285714286,4.81990471705422,6.93049392408261,5498.25
0.749045259956063,"exp3","average.588f1a4f7f238e000133c03f","average","2",29,0.524963614503575,0.76708275543227,0.634579022593,-5.13793103448276,5.75862068965517,5.16119472937059,6.23888173635284,2472.03448275862
0.538176737104841,"exp3","average.588f1a4f7f238e000133c03f","average","10",29,0.20391645939437,1.18517668655346,0.491606584250795,-5.16551724137931,7.04137931034483,3.27627687288227,7.89852514760757,2424
0.236508556611308,"exp3","average.588f1a4f7f238e000133c03f","average","20",30,0.146323990328647,0.368460613349369,0.232195235145384,-3.06666666666667,5.56666666666667,3.91049281075781,6.20539253808525,2674.56666666667
1.0861052657126,"exp3","average.59f224ce40333e00017edfe8","average","2",32,0.819538915307289,0.772073417386538,0.79545220536658,-1.4375,3.5,7.30271436499978,7.08808347999336,2500.09375
0.981226065385565,"exp3","average.59f224ce40333e00017edfe8","average","10",30,0.685514572801597,0.828439259855189,0.753596168588788,-1.76666666666667,3.91333333333333,6.76162260333162,7.43315035082239,2213.13333333333
1.45490579835818,"exp3","average.59f224ce40333e00017edfe8","average","20",30,1.06097344908755,0.75779159736785,0.896658666800769,-2.2,3.43333333333333,7.97380769741798,6.73889038923775,2564.86666666667
1.34366344200506,"exp3","average.5a907927873cda0001dc4719","average","2",30,1.39316239316239,0.546485019424192,0.87254935533092,-3.93333333333333,4.6,9.29491271066332,5.82148221438611,3103.33333333333
1.10300508550337,"exp3","average.5a907927873cda0001dc4719","average","10",31,0.878407628407628,0.731464341387374,0.801575858782455,1.31612903225806,3.12258064516129,6.6442634324009,6.06310896509214,2911.93548387097
1.28007447634056,"exp3","average.5a907927873cda0001dc4719","average","20",31,1.00956004292264,0.726653559893274,0.856504757205553,1.95161290322581,3.66129032258065,7.82661574235599,6.64005441097023,2834.22580645161
0.803247122232918,"exp3","average.5c22db5c540c6d00018bc10c","average","2",31,0.848201627723812,0.522698592460767,0.665848178591913,-1.16129032258065,4.51612903225806,8.15244537494106,6.39976478062373,3947.8064516129
0.880226713516138,"exp3","average.5c22db5c540c6d00018bc10c","average","10",30,1.03577194593055,0.481948474716081,0.706532879273805,1.13333333333333,5.06666666666667,8.83364779314488,6.02571119473037,3370.33333333333
1.02448877032598,"exp3","average.5c22db5c540c6d00018bc10c","average","20",31,1.24363012739745,0.47884268118481,0.771688528232215,-0.532258064516129,4.95161290322581,8.93260308361803,5.54279538185935,3378.74193548387
1.24454263885793,"exp3","average.5c6c597c42e33400019c72a5","average","2",31,1.06611437044678,0.67251616576518,0.846746212675337,-3.61290322580645,4.32258064516129,7.27183401161448,5.77555099079835,2921.77419354839
1.04605325152854,"exp3","average.5c6c597c42e33400019c72a5","average","10",32,0.799971146216548,0.761048586329948,0.780267204188957,-1.6375,3.925,7.66538091135261,7.47657632532345,2824.3125
0.675715543517396,"exp3","average.5c6c597c42e33400019c72a5","average","20",31,0.59803972817564,0.579559270516717,0.588726989870084,-1.08064516129032,4.20967741935484,6.51549022739086,6.41403032002785,2977.09677419355
1.6390639777626,"exp3","average.5c7f489defd9e20015751167","average","2",32,1.01548757170172,0.846846846846847,0.927341602705154,-3.4375,3.75,7.11172362393434,6.49441447359488,1571.21875
1.24878504289524,"exp3","average.5c7f489defd9e20015751167","average","10",31,0.931436708477247,0.771932908150455,0.847942596602464,-1.2,2.94193548387097,6.54397859974943,5.957375477561,1381.83870967742
1.17281017215391,"exp3","average.5c7f489defd9e20015751167","average","20",31,0.814113398893669,0.836378704763408,0.825170958103364,-2.04838709677419,3.82258064516129,7.3819017277582,7.48216517452834,1488.87096774194
1.10006003444282,"exp3","average.5d7ff85ffec5620017b07c40","average","2",32,0.842760180995475,0.760398060729778,0.800520585175194,-4.375,5.3125,7.95045139720726,7.55197047561205,1563.78125
0.778049595548195,"exp3","average.5d7ff85ffec5620017b07c40","average","10",28,0.690255567179794,0.615082403862161,0.651585799062707,-1.23571428571429,3.65,6.30308146693631,5.94996776479641,1527.35714285714
1.31331055648604,"exp3","average.5d7ff85ffec5620017b07c40","average","20",30,1.01862723636291,0.734730495944879,0.865110683413333,0.7,3.86666666666667,8.94844749907369,7.59983363399278,1662
1.11685140419682,"exp3","average.5f5e32a0d6a12c6857b8e127","average","2",31,0.672922252010724,0.966523818396373,0.80647094460823,-12.3225806451613,12.3225806451613,5.88436967326263,7.05218642219087,1937.1935483871
0.509705816130305,"exp3","average.5f5e32a0d6a12c6857b8e127","average","10",32,0.399894582073404,0.551728097370536,0.469715953440103,-9.2,9.7375,5.13202704717183,6.02807611206952,2052.28125
0.865285133644775,"exp3","average.5f5e32a0d6a12c6857b8e127","average","20",30,0.538589232179579,0.907110665998998,0.698970698314534,-8.46666666666667,8.56666666666667,5.2483166430968,6.81116392571699,1833.73333333333
1.18770648841696,"exp3","average.607dc630d2d30aa7e8699c23","average","2",30,0.618428824571766,1.11359285258456,0.829866205406261,-7.53333333333333,7.53333333333333,4.6490636802961,6.23855273520109,1671.6
1.01840983224199,"exp3","average.607dc630d2d30aa7e8699c23","average","10",31,0.543746018262901,1.08818529536762,0.769218058477815,-3.65161290322581,4.24516129032258,3.89623474155374,5.5118640369017,1611.12903225806
1.27596356217814,"exp3","average.607dc630d2d30aa7e8699c23","average","20",31,0.668668090756885,1.0942932728647,0.85540574787322,-0.564516129032258,2.53225806451613,4.77087940767534,6.10323376298102,1627.41935483871
1.27006473830278,"exp3","average.60fcc2322b3777e4020465cb","average","2",28,1.23695477655874,0.589350885301289,0.853815198179647,-5.25,5.96428571428571,9.11036098344502,6.28847943027355,1979.64285714286
1.65962291985729,"exp3","average.60fcc2322b3777e4020465cb","average","10",31,1.38904853128991,0.622879232586442,0.930166373932741,-0.941935483870968,3.12258064516129,9.49329134942994,6.35711437885197,1878.96774193548
1.28291684681355,"exp3","average.60fcc2322b3777e4020465cb","average","20",26,1.19808077914638,0.613393462758254,0.857260122590981,-2.92307692307692,4.38461538461539,9.16086996204719,6.55485727122672,1871.19230769231
0.961786437715879,"exp3","average.61074792728f0f9e791ad083","average","2",32,0.899710747536834,0.617013033303888,0.74507265245331,-0.96875,3.96875,8.06519553589732,6.67898727111693,1447.875
1.10396024468325,"exp3","average.61074792728f0f9e791ad083","average","10",32,0.67282877422442,0.955772062988558,0.801917044075343,0.799999999999999,3.4,6.67015197872993,7.94988080657249,1434.65625
