"window","experiment","array_length","high","low"
15.3397289342258,"exp3","2",33.5261136278602,18.1863846936344
15.4650789761187,"exp3","10",33.4681718768486,18.00309290073
15.1906024584516,"exp3","20",31.3335564633215,16.14295400487
