"experiment","tail","array_length","emmean","SE","df","ci_low","ci_high","t.ratio","p.value"
"exp3","low","2",18.1863846936344,0.233330804267177,189.224916005018,17.7261210225541,18.6466483647148,77.9424934943864,9.30719634998737e-146
"exp3","low","10",18.00309290073,0.290989041334881,347.797925511703,17.4307732649438,18.5754125365161,61.8686285165335,8.82996467855408e-190
"exp3","low","20",16.14295400487,0.26429051649333,271.577502702001,15.6226353448893,16.6632726648506,61.0803377247832,1.09837847394604e-160
"exp3","high","2",33.5261136278602,0.450141933116522,176.441707598473,32.6377584393954,34.4144688163249,74.4789835413573,3.00122177805796e-135
"exp3","high","10",33.4681718768486,0.363613584764833,123.734028937249,32.7484634949787,34.1878802587185,92.0432384243679,8.16138056920062e-116
"exp3","high","20",31.3335564633215,0.401907402609093,133.552451971305,30.5386293779335,32.1284835487095,77.9621282412594,3.08981651210627e-113
